LISER,rack_jobbing,Rack-jobbing: supplier
LIZYK,delivery_cycle,Delivery cycle
LLIEF,goods_supplier_1,Goods Supplier
LMEIN,base_unit_of_measure,Base Unit of Measure
LMENG,required_quantity,Required quantity for mat.management in stockkeeping units
LNRZA,alternative_payee,Account Number of the Alternative Payee
LOCATION,street_5,Street 5
LOCKB,lockbox,Key of the Lockbox to Which the Customer Is to Pay
LOCNR,customer_number,Customer Number
LOEVM,deletion_indicator_sales_area,Deletion flag for customer (sales level)
LOGSY,logical_system,Logical System
LOGSYS,logical_system,Logical system
LONGITUDE,geo_location_longitude,Geo location longitude
LPRIO,delivery_priority,Delivery Priority
LSMENG,required_delivery_qtuantity,Cumulative Required Delivery Qty (All Dlv-Relev.Sched.Lines)
LSOBS,special_procurement_type,Special procurement type at storage location level
LSTAR,activity_type,Activity Type
LSTEL,departure_loading_point,Loading Point
LTRMI,actual_delivery_date,Actual Delivery/Finish Date
LTRMP,planned_order_delivery_date,Delivery Date From Planned Order
LTSNA,vendor_sub_range_relevant,Indicator: vendor sub-range relevant
LVORM,client_level_deletion_flag,Flag Material for Deletion at Client Level
LWMKB,picking_area,Picking area for lean WM
LZEIH,time_unit,Unit for maximum storage period
MAABC,abc_indicator,ABC Indicator
MABW,quantity_variance,Variance in the quantity delivered as %
MAGRV,material_group_packaging_materials,Material Group: Packaging Materials
MAKZMW,tax_amount_accepted_manually,Tax Amount Accepted Manually
MAKZN,net_amount_accepted_manually,Manually accepted net difference amount
MANDT,client,Client
MAT_APPLID,application_id,Application ID for Manufacturing Dashboard
MAT_CONS_DEV_IND,single_character_flag,Single-Character Flag
MAT_GROUP,material_group,Material Group
MAT_REFRESH,checkbox,Checkbox
MAT_SHORTAGE_IND,material_shortage,Material Shortage
MAT_VARIANT,selection_variant,Selection Variant
MATERIAL,material_number,Material Number
MATKL,material_group,Material Group
MATNR,material_number,Material Number
MATPRICE,standard_price,Standard price
MATST,structured_material,Structured material
MATWA,material_entered,Material entered
MAUFNR,superior_order,Number of Superior Order
MAXBW,best_score,Best Score
MAXLZ,maximum_storage_period,Maximum Storage Period
MBDAT,material_availability_date,Material Staging/Availability Date
MBLNR,material_document,Number of Material Document
MBRSH,industry_sector,Industry Sector
MCBW_ANZPK,number_packages,Extraction BW: Number of Packages per Delivery
MCBW_NETPR_AVKM,net_price_sales_quantity,BW: Net Price Referring to Sales Quantity for Order Item
MCEX_APCAMPAIGN,campaign_order_item,Campaign of referred sales order item for BW-Extraction
MCOD1,matchcode_name_1,Search term for matchcode search
MCOD2,matchcode_name_2,Search term for matchcode search
MCOD3,matchcode_city,Search term for matchcode search
MDACH,action_control,Action control: planned order processing
MDJIN,physical_inventory_indicator,Fiscal year of current physical inventory indicator
MDRUE,mardh_record,MARDH rec. already exists for per. before last of MARD per.
MEABM,unit_of_dimension,Unit of Dimension for Length/Width/Height
MEGRU,unit_of_measure_group,Unit of Measure Group
MEINS,base_unit_of_measure,Base Unit of Measure
MENGE,order_quantity,Quantity
MEPRF,price_date_control,Price Determination (Pricing) Date Control
MFRNR,manufacturer_number,Manufacturer number
MFRPN,manufacturer_part_number,Manufacturer Part Number
MGABW,smoothing_factor_quality_variance,Smoothing Factor: Quantity Variance
MGRUP,grouping_key_1,Key for Dunning Notice Grouping
MHDHB,total_shelf_life,Total shelf life
MHDLP,storage_percentage,Storage percentage
MHDRZ,minimum_remaining_shelf_life,Minimum Remaining Shelf Life
MINBW,minimum_order_value,Minimum order value
MISKZ,mixed_mrp_indicator,Mixed MRP indicator
MJAHR,material_document_year,Material Document Year
MLGUT,empties_bill_of_material,Empties Bill of Material
MMSTA,plant_specific_material_status,Plant-Specific Material Status
MMSTD,valid_from,Date from Which the Plant-Specific Material Status Is Valid
MONAT,posting_period,Fiscal period
MPDAU,mean_inspection_duration,Mean inspection duration (deactivated)
MPROF,manufacturer_part_profile,Mfr part profile
MRM_ZLSPR,logistics_payment_block,Logistics payment block
MRNKZ,manual_invoice_maintenance,Manual Invoice Maintenance
MRPPP,planning_calendar,PPC Planning Calendar
MSTAE,cross_plant_material_status,Cross-Plant Material Status
MSTAV,cross_distribution_chain_status,Cross-distribution-chain material status
MSTDE,cross_plant_valid_from,Date from which the cross-plant material status is valid
MSTDV,cross_distribution_valid_from,Date from which the X-distr.-chain material status is valid
MTART,material_type,Material type
MTPOS_MARA,general_category_group,General item category group
MTVER,intrastat_material_group,Material Group for Intrastat
MTVFP,availability_check,Checking Group for Availability Check
MVGR1,material_group_1,Material group 1
MVGR2,material_group_2,Material group 2
MVGR3,material_group_3,Material group 3
MVGR4,material_group_4,Material group 4
MVGR5,material_group_5,Material group 5
MWART,tax_type,Tax Type
MWSBP,tax_amount,Tax amount in document currency
MWSKZ_BNK,tax_code,Tax Code
MWSKZ,tax_code,Tax on sales/purchases code
NAME_CO,co_name,c/o name
NAME1,name_1,Name 1
NAME2,name_2,Name 2
NAME3,name_3,Name 3
NAME4,name_4,Name 4
NATION,address_version,Version ID for International Addresses
NETPR,net_order_price,Net Price
NETWR,net_order_value,Net order value in order currency
NFMAT,follow_up_material,Follow-Up Material
NKMPR,next_inspection,Date according to check sampling inspection (deactivated)
NODEL,company_code_deletion_block,Deletion bock for master record (company code level)
NOHDR,counter_documents,Counter for Documents
NOPOS,counter_items,Counter for Items
NOQUAN,counter_quantity_interval,Counter for Quantity Interval
NOQUANTITY,no_quantity_logic,No quantity logic (document item without quantity)
NORMT,industry_standard_description,Industry Standard Description (such as ANSI or ISO)
NOTIME,counter_date_split,Counter for Date Split
NPLNR,network_number,Network Number for Account Assignment
NRFHG,discount_in_kind,Material qualifies for discount in kind
NRGEW,qualifying_discount_kind_granted,Indicator whether discount in kind granted
NSNID,nato_stock_number,NATO Stock Number
NTGEW,net_weight,Net weight
NUMTP,ean_category,Category of International Article Number (EAN)
OBJID,object_id,Object ID
OPEN_QTY,open_quantity,Open Quantity
OPER_DESCR,operation_short_text,Operation short text
OPERATION,activity,Operation/Activity Number
ORD41,evaluation_group_1,Evaluation group 1
ORD42,evaluation_group_2,Evaluation Group 2
ORD43,evaluation_group_3,Evaluation Group 3
ORD44,evaluation_group_4,Evaluation group 4
ORDER_NUMBER,order_number,Order Number
ORGLOGSY,original_logical_system,Logical System
ORT01,city,City
ORT02,district,District
OTYPE,object_type,Object Type
P_DLZ,planned_lead_time,Planned lead time
PABLA,unloading_point_ship_to_party,Unloading point of the ship-to party
PALAN,number_of_pallets,WMS Number of pallets
PAMNG,scrap_quantity,Fixed quantity of scrap from production
PAOBJNR,profitability_segment_number,Profitability Segment Number (CO-PA)
PAPRF,proact_control_profile,Profile for transferring material data via IDoc PROACT
PARGB,trading_partner_s_business_area,Trading partner's business area
PARTNER_GUID,business_partner_guid,Business Partner GUID
PARTNER,business_partner_number,Business Partner Number
PBEST,ordering_address,Ordering address
PEINH,price_unit,Price unit
PERFK,invoicing_dates,Invoice Dates (Calendar Identification)
PERIV,fiscal_year_variant,Fiscal Year Variant
PERKZ,period_indicator,Period Indicator
PERNR,personnel_number,Personnel Number
PERRL,invoice_list_schedule,Invoice List Schedule (calendar identification)
PERS_ADDR,personal_address,Flag: This is a personal address
PFACH,post_office_box,PO Box
PFORT,post_office_box_city,PO Box city
PFREI,automatic_fixing_planned_orders,Indicator: automatic fixing of planned orders
PGMNG,planned_order_quantity,Total planned order quantity
PI_FREI,planned_actual_scheduled_release_date,Planned/actual deviation in scheduled release date
PI_LIEF,planned_actual_scheduled_delivery_date,Planned/actual deviation in scheduled delivery date
PI_STAR,scheduled_start_date,Planned/actual deviation in scheduled start date
PKUNRE,bill_to_party,Bill-to party
PKUNRG,payer,Payer
PKUNWE,ship_to_party,Ship-to party
PLANT,plant,Plant
PLGRP,planner_group,Responsible Planner Group or Department
PLGTP,price_band_category,Price Band Category
PLIEF,partner_supplier,Supplier to whom Partner Roles have been Assigned
PLIFZ,planned_deliv_time,Planned Delivery Time in Days
PLIWK,supplying_plant,Supplying plant to which partner roles have been assigned
PLKAL,factory_calendar,Factory calendar key
PLNBEZ,material_number,Material Number
PLNNR,task_list_group,Key for Task List Group
PLNTY,task_list_type,Task List Type
PLNUM,planned_order,Planned Order
PLTYP,price_list_type,Price List Type
PLVAR,plan_version,Plan Version
PMATA,pricing_reference_material,Pricing Reference Material
PO_BOX_CTY,po_box_country,PO box country
PO_BOX_LOC,po_box_city,PO Box city
PO_BOX_NUM,po_box_without_number,Flag: PO Box Without Number
PO_BOX_REG,region_po_box,"Region for PO Box (Country, State, Province, ...)"
PO_BOX,po_box,PO Box
POSAR,item_type,Item Type
POSID,wbs_element,Work Breakdown Structure Element (WBS Element)
POSNR_VA,sales_document_item,Sales Document Item
POSNR,item_number,Item number of the SD document
POST_CODE1,city_postal_code,City postal code
POST_CODE2,po_box_postal_code,PO Box Postal Code
POST_CODE3,company_postal_code,Company Postal Code (for Large Customers)
PPRCT,partner_profit_center,Partner Profit Center
PRAT1,product_attribute_1,ID for product attribute 1
PRAT2,product_attribute_2,ID for product attribute 2
PRAT3,product_attribute_3,ID for product attribute 3
PRAT4,product_attribute_4,ID for product attribute 4
PRAT5,product_attribute_5,ID for product attribute 5
PRAT6,product_attribute_6,ID for product attribute 6
PRAT7,product_attribute_7,ID for product attribute 7
PRAT8,product_attribute_8,ID for product attribute 8
PRAT9,product_attribute_9,ID for product attribute 9
PRATA,product_attribute_10,ID for product attribute 10
PRCTL,profit_center,Profit Center
PRCTR,profit_center,Profit Center
PRDHA,product_hierarchy,Product hierarchy
PRECISID,precision_geo_location,"Precision (street, postal code, ...) of a Geo location"
PREFE,customs_preference,Customs Preference
PRENC,exemption_certificate,Exemption certificate: Indicator for legal control
PREND,issue_date_certificate,Exemption certificate: Issue date of exemption certificate
PRENE,vendor_declaration_code,Indicator: Vendor declaration exists
PRENG,vendor_declaration_date,Validity date of vendor declaration
PRENO,exemption_certificate_number,Exemption certificate number for legal control
PREST,invoicing_party,Invoicing party
PRFRE,price_determination,Relevant for price determination ID
PRFRQ,inspection_interval,Interval Until Next Recurring Inspection
PRICE_BASE,price_unit,Price unit
PRICE_CTRL,price_control_indicator,Price control indicator
PRICE_TYPE,price_type,Material Valuation in BW: Price Type (Valuation Method)
PRODH,product_hierarchy,Product hierarchy
PROFL,dangerous_goods_indicator_profile,Dangerous Goods Indicator Profile
PROJK,wbs_element_1,Work Breakdown Structure Element (WBS Element)
PROVG,commission_group,Commission group
PRSDT,pricing_date,Date for Pricing and Exchange Rate
PRZUS,product_composition,Indicator: Product composition printed on packaging
PS_FREI,planned_target_release_deviation,Planned/target deviation in scheduled release date
PS_LIEF,planned_target_delivery_deviation,Planned/target deviation in scheduled delivery date
PS_POSID,wbs_element_2,Work Breakdown Structure Element (WBS Element)
PS_PSP_PNR,wbs_element,Work Breakdown Structure Element (WBS Element)
PS_STAR,planned_target_start_deviation,Planned/target deviation in start date
PSAMG,scrap_quantity_item,Scrap quantity in item
PSMNG,order_item_quantity,Order Item Quantity
PSPDNR,forwarding_agent,Forwarding Agent
PSPID,project_definition,Project definition
PSTAT,maintenance_status,Maintenance status
PSTL2,po_box_postal_code,P.O. Box Postal Code
PSTLZ,postal_code,Postal Code
PSTYP,item_category,Item category in purchasing document
PSTYV,item_category,Sales document item category
PVRTNR,sales_employee,Sales employee
PWERK,planning_plant,Planning Plant for an Order
PWEV,compliance_shipping_instructions,Points score for compliance with shipping instructions
PWFR,on_time_delivery,Points score for on-time delivery
PWLIF,goods_supplier_2,Goods supplier
PWMT,quantity_reliability,Points score for quantity reliability
PWTT,on_time_delivery_performance,Points score for on-time delivery performance
PWWE,points_score_quality_services,Points score for quality of services
QMATA,qm_material_authorization,Material Authorization Group for Activities in QM
QMATV,inspection_setup,Inspection Setup Exists for Material/Plant
QMPUR,qm_procurement,QM in Procurement Is Active
QSSYS,target_qm_system,Required QM System for Supplier
QUAN_INT,interval_quantity_interval,Interval for Quantity Interval
QUAZT,quarantine_period,Quarantine period (deactivated)
QZGTP,certificate_type,Certificate Type
RAUBE,storage_conditions,Storage conditions
RBMNG,invoiced_document_quantity,Quantity Invoiced in Supplier Invoice in PO Order Units
RBNRM,catalog_profile,Catalog Profile
RBSTAT,invoice_document_status,Invoice document status
RBWWR,invoice_amount_document_currecny,Invoice Amount in Document Currency of Supplier Invoice
RCOMP,company,Company
RDMHD,rounding_rule_sled,Rounding rule for calculation of SLED
RDPRF,rounding_profile,Rounding Profile
REBZG,invoice_reference,Document No. of the Invoice to Which the Transaction Belongs
REBZJ,relevant_incoice,Fiscal Year of the Relevant Invoice (for Credit Memo)
REBZT,follow_on_document_type,Follow-On Document Type
REC_TYPE,record_type_ea_rt,EA Retail BW Extr. Enhancement: Data Record Type
REFWR,invoice_value,Invoice Value in Foreign Currency
REGIO,region,"Region (State, Province, County)"
REGIOGROUP,regional_structure_grouping,Regional structure grouping
REGION,region,"Region (State, Province, County)"
REMIT,next_payee,Next payee
REMNG,invoice_quantity,Quantity invoiced
REPOS,invoice_receipt,Invoice receipt indicator
REQ_DATE,requirements_date,Requirements date for the component
REQ_QTY,requirement_quantity,Requirement Quantity
RES_TIME,time_quantity_required,Time that reservation quantity required
RESVP,adjustment_period,Period of adjustment for planned independent requirements
RESWK,supplying_issuing_plant,Supplying (issuing) plant in case of stock transport order
RETKZ,return_from_call,Indicator: Return from call
RETPO,returns_item,Returns Item
REVDB,last_external_review,Last External Review
REWWR,foreign_currency_amount,Invoice Amount in Foreign Currency
RGEKZ,backflush,Indicator: Backflush
RMWWR,gross_invoice_amount,Gross Invoice Amount in Document Currency
ROCANCEL,cancel_data_record,Indicator: Cancel Data Record
ROOMNUMBER,room_apartment_number,Room or Apartment Number
ROUTE,shipment_route,Route
ROUTING_NUM,operations_task_list_number,Routing number of operations in the order
RPA_WGH1,material_group_hierarchy_level_1,Material group hierarchy level
RPA_WGH2,material_group_hierarchy_level_2,Material group hierarchy level
RPA_WGH3,material_group_hierarchy_level_3,Material group hierarchy level
RPA_WGH4,material_group_hierarchy_level_4,Material group hierarchy level
RUEZT,setup_time,Setup and teardown time
RWPRO,coverage_profile,Range of coverage profile
S_DFZ_EX,target_execution_time_exact,Target execution time (exact)
S_DFZ,target_execution_time,Target execution time
S_DLZ_EX,target_lead_time_exact,Target lead time (exact)
S_DLZ,target_lead_time,Target lead time
SAISJ,season_year,Season Year
SAISO,season_category,Season Category
SAITY,rollout_season,Rollout in a Season
SAKNR,gl_account_number,G/L Account Number
SAKTO,gl_account_number,G/L Account Number
SATNR,cross_plant_configurable_material,Cross-Plant Configurable Material
SAUFT,repetitive_manufacturing,Indicator: Repetitive Manufacturing Allowed
SAUTO,item_automatically_created,Item automatically created
SBDKZ,dependent_requirements_indicator,Dependent requirements ind. for individual and coll. reqmts
SCHGT,bulk_material,Indicator: bulk material
SCRAP_QTY,scrap_quantity,Scrap quantity
SEGMENT,segment,Segment for Segmental Reporting
SEQUENCE,sequence,Sequence
SERLV,serialization_level,Level of Explicitness for Serial Number
SERNP,serial_number_profile,Serial Number Profile
SERVG,isr_service_level,IS-R service level
SEXKZ,sex,Key for the Sex of the Person Subject to Withholding Tax
SFCPF,production_scheduling_profile,Production Scheduling Profile
SFEPR,repetitive_manufacturing_profile,Repetitive Manufacturing Profile
SGTXT,item_text,Item Text
SHFLG,safety_time_indicator,Safety time indicator (with or without safety time)
SHKZG,debit_credit_indicator,Debit/Credit Indicator
SHORTAGE_QTY,shortfage,Shortfage
SHZET,safety_time,Safety time (in workdays)
SI_FREI,target_actual_release_deviation,Target/actual deviation in scheduled release date
SI_LIEF,target_actual_delivery_deviation,Target/actual deviation in scheduled delivery date
SI_STAR,target_actual_start_deviation,Target/actual schedule deviation in start date
SIZE1_ATINN,internal_char_number_main,Internal Char. Number for Characteristics for Main Sizes
SIZE1,main_size,Characteristic Value for Main Sizes of Variants
SIZE2_ATINN,internal_char_number_second,Internal Char. Number for Characteristics for Second Sizes
SIZE2,second_size,Characteristic Value for Second Size for Variants
SKFBP,cash_discount_basis,Amount eligible for cash discount in document currency
SKRIT,sort_criterion,Supplier sort criterion for materials
SLOCTYPE,managing_location_type,Type of First Inventory-Managing Location
SMENG,scale_quantity,Scale Quantity in base unit of measure
SMTP_ADDR,email_address,E-Mail Address
SOBKZ,special_stock_indicator,Special Stock Indicator
SOBSK,special_procurement_costing,Special Procurement Type for Costing
SOBSL,special_procurement_type,Special procurement type
SORT1,search_term_1,Search Term 1
SORT2,search_term_2,Search Term 2
SORTL,sort_field,Sort field
SPARA,division_for_order_header,Division for order header
SPART,division,Division
SPERM,purchasing_organization_block,Purchasing block at purchasing organization level
SPERQ,block_function,Function That Will Be Blocked
SPERR,physical_inventory_blocking_indicator,Physical Inventory Blocking Indicator
SPERZ,payment_block,Payment Block
SPGRC,block_reason_quality,Blocking Reason: Quality
SPGRG,order_price_quantity,Blocking Reason: Order Price Quantity
SPGRM,blocking_reason_quantity,Blocking Reason: Quantity
SPGRP,blocking_reason_price,Blocking Reason: Price
SPGRQ,manual_blocking_reason,Manual Blocking Reason
SPGRS,blocking_reason_item_amount,Blocking Reason: Item Amount
SPGRT,blocking_reason_date,Blocking Reason: Date
SPGRV,blocking_reason_project_budget,Blocking Reason: Project Budget
SPRAS,language_key,Language Key
SPROF,pricing_profile,Pricing profile for variants
SPROZ,sample_percentage,Sample for quality inspection (in %) (deactivated)
SRCID,geo_location_source_id,Geo location data source ID/Geocoder ID
SREGL,selection_rule,Selection Rule for Payment Advices
SSQSS,qm_control_key,Control Key for Quality Management in Procurement
STADAT,statistics_date,Statistics date
STATU,status_of_purchasing_document,Status of Purchasing Document
STATUSPS,status_of_item,Status of FI Item
STAWN,commodity_code,Commodity Code
STBLG,reverse_document_number,Reverse Document Number
STCD1,tax_number_1,Tax Number 1
STCD2,tax_number_2,Tax Number 2
STCD3,tax_number_3,Tax Number 3
STCD4,tax_number_4,Tax Number 4
STCD5,tax_number_5,Tax Number 5
STCEG,vat_registration_number,VAT Registration Number
STCUR,exchange_rate_statistics,Exchange rate for statistics (Exch.rate at time of creation)
STDPD,configurable_material,Configurable material
STFAK,stacking_factor,Stacking factor
STJAH,year_of_reversal_document,Fiscal Year of Reversal Document
STKZA,sales_equalization_tax,Indicator: Business Partner Subject to Equalization Tax?
STKZN,natural_person,Natural Person
STKZU,liable_for_vat,Liable for VAT
STLAL,alternative_bom,Alternative BOM
STLAN,bom_usage,BOM Usage
STLMT_CTRL,material_price_determination,Material Price Determination: Control
STOCK_IND,special_stock_indicator,Special Stock Indicator
STOCKLOC,managing_location,First Inventory-Managing Location
STOFF,hazardous_material_number,Hazardous material number
STORAGE_LOC,storage_location,Storage location
STORETYPE,store_category,"Store Category to Differentiate Store, Dep. Store, Shop"
STORT,asset_location,Asset location
STR_SUPPL1,street_supplement_1,Street 2
STR_SUPPL2,street_supplement_2,Street 3
STR_SUPPL3,street_supplement_3,Street 4
STRAS,street_and_house_number,Street and House Number
STREET,street,Street
STREETCODE,street_number,Street Number for City/Street File
STRGR,planning_strategy_group,Planning Strategy Group
STRMP,planned_order_planned_start_date,Planned Order Planned Start Date
STWAE,statistics_currency,Statistics Currency
SUGRD,substitution_reason,Reason for material substitution
SYDAT,entry_date,Date on which the purchasing document was entered
TABW,delivery_date_variance,Delivery Date Variance in Days
TAKLV,tax_classification,Tax classification of the material
TAKZT,takt_time,Takt time
TAXIW,plant_tax_indicator,Tax Indicator: Plant (Purchasing)
TAXJURCODE,tax_jurisdiction,Tax Jurisdiction
TBTKZ,subsequent_debit_credit,Indicator: Subsequent Debit/Credit
TCURR,,Exchange Target Currency
TDDAT,transportation_planning_date,Transportation Planning Date
TEL_EXTENS,telephone_number_extension,First Telephone No.: Extension
TEL_NUMBER,telephone_number,First telephone no.: dialling code+number
TELBX,telebox_number,Telebox number
TELDISPLAY,display_telephone_number,Display Format for Telephone Number
TELF1,telephone_number,Supplier's Telephone Number
TELF2,telephone_2,Second telephone number
TELFX,fax_number,Fax Number
TELTX,teletex_number,Teletex number
TELX1,telex_number,Telex number
TEMPB,temperature_conditions_indicator,Temperature conditions indicator
TERKZ,scheduling_type,Scheduling type
TFACT,,Ratio for the To Currency Units
TIME_INT,interval_for_date_split,Interval for Date Split
TIME_ZONE,address_time_zone,Address time zone
TITLE,form_of_address_key,Form-of-Address Key
TLFNS,accounting_clerk_s_telephone_number,Accounting clerk's telephone number at business partner
TLFXS,accounting_clerk_s_fax_number,Accounting clerk's fax number at the customer/vendor
TOGRU,tolerance_group,Tolerance Group for Business Partner/G/L Account
TOTAL_DELAY,total_delay,Order Report: Own Delay + Delay of Lower Levels
TRAGR,transportation_group,Transportation Group
TRANSPZONE,transportation_zone,Transportation zone to or from which the goods are delivered
TRANZ,interoperation_time,Interoperation time
TXGRP,group_indicator,Group Indicator for Tax Line Items
TXJCD,tax_jurisdiction,Tax Jurisdiction
TXNAM_MA1,text_1st_dunning,Text name of 1st dunning of vendor declarations
TXNAM_MA2,text_2nd_dunning,Text name of the 2nd dunning of vendor declarations
TXNAM_MA3,text_3rd_dunning,Text name of 3rd dunning of vendor declarations
TXTLG,asset_description,Asset Description
TXZ01,short_text,Short Text
UEBTK,unlimited_tolerance,Unlimited Overdelivery Allowed
UEBTO,overdelivery_tolerance,Overdelivery Tolerance
UEETK,unlimited_overdelivery_allowed,Indicator: Unlimited Overdelivery Allowed
UEETO,overdelivery_tolerance_limit,Overdelivery tolerance limit
UKURS,,Exchange Rate
UMLKZ,stock_transfer,Indicator: Movement type is stock transfer
UMMATKZ,transfer_posting_material_to_material,Transfer Posting Material to Material
UMREN,denominator,Denominator for Conversion of Order Unit to Base Unit
UMREZ,equal_to,Numerator for Conversion of Order Unit to Base Unit
UMRSL,conversion_group,"Conversion Group (Oil, Natural Gas,..)"
UMSAE,business_volumn_comparison,Comparison/agreement of business volumes necessary
UMSKZ,special_g_l_ind,Special G/L Indicator
UMVKN,denominator,Denominator (Divisor) for Conversion of Sales Qty into SKU
UMVKZ,numerator,Numerator (factor) for conversion of sales quantity into SKU
UMWRK,receiving_plant,Receiving plant/issuing plant
UMZIN,conversion_factor_1,Factor for Converting Sales Units to Base Units (Target Qty)
UMZIZ,conversion_factor_2,Factor for Converting Sales Units to Base Units (Target Qty)
UNETO,underdely_tolerance,Underdelivery tolerance limit
UNIT,base_unit_of_measure,Base Unit of Measure
UNTTO,underdel_tolerance,Underdelivery Tolerance
UOMGR,uom_group,"Unit of Mearsure Group (Oil, Natural Gas,...)"
UPDAT,confirmation_date,Date on Which the Changes Were Confirmed
UPDMOD,record_mode,BW Delta Process: Record Mode
UPROF,retail_revalution_profile,Retail revalution profile
UPTIM,confirmation_time,Time of Last Change Confirmation
URI_ADDR,uri_field_passed,URI Field Passed to BW
URLID,known_negotiat_leave,Short Key for Known/Negotiated Leave
USEQU,quota_arrangement_usage,Quota arrangement usage
UVALL,incompletion_status_item,Incompletion Status (Item)
UVFAK,billing_incompletion_status_item,Billing Incompletion Status (Item)
UVPRS,pricing_incompletion_status_item,Pricing Incompletion Status (Item)
UVVLK,delivery_incompletion_status_item,Delivery Incompletion Status (Item)
UZAWE,payment_method_supplement,Payment method supplement
UZEIT,time,Time
VABME,variable_purchase_order_unit_active,Variable Purchase Order Unit Active
VAL_CLASS,valuation_class,Valuation Class
VAL_TYPE,valuation_type,Valuation Type
VALUATION,valuation_voew,Valuation View
VALUT,value_date,Value date
VBEAF,fixed_processing_time,Fixed shipping processing time in days (= setup time)
VBEAV,variable_processing_time,Variable shipping processing time in days
VBEAZ,shipping_processing_time,Shipping processing time
VBELN_VA,sales_document_1,Sales Document
VBELN,sales_document,Sales and Distribution Document Number
VBTYP,sd_document_category,SD Document Category
VBUND,trading_partner,Company ID of Trading Partner
VDATU,update_date_statistics,Date of update for statistics updating
VENSL,supplier_service_level,Supplier Service Level
VERDT,insurance_validity_date,Insurance Validity Date
VERID,production_version,Production Version
VERKF,responsible_salesperson,Responsible Salesperson at Supplier's Office
VERKZ,version_indicator,Version Indicator
VERSG,customer_statistics_group,Customer Statistics Group
VGBEL,reference_document,Document number of the reference document
VGPOS,reference_item,Item number of the reference item
VGTYP_AK,sales_document_category_reference,Sales Document Category of Reference Doc. in Order Header
VGTYP,document_category,SD Document Category
VHART,packaging_material_type,Packaging Material Type
VINT1,backward_consumption_period,Consumption period: backward
VINT2,forward_consumption_period,Consumption period: forward
VKBUR,sales_office,Sales office
VKGRP,sales_group,Sales group
VKORG,sales_organization,Sales Organization
VKSTA,sales_value_excluding_vat,Value at Sales Prices Excluding Value Added Tax
VKSTT,sales_value_including_vat,Value at Sales Prices Including Value-Added Tax
VLFKZ,plant_category,Plant category
VOLEH,volume_unit,Volume unit
VOLTO,excess_volume_tolerance,Excess Volume Tolerance of the Handling Unit
VOLUM,volume,Volume
VORNR,activity_number,Operation/Activity Number
VPREH,comparison_price_unit,Comparison price unit
VPSTA,complete_material_status,Maintenance status of complete material
VRBDT,date_of_material,To date of the material to be copied for consumption
VRBFK,multiplier_for_reference_material,Multiplier for reference material for consumption
VRBKZ,institution_number,Export Credit Insurance Institution Number
VRBMT,reference_material_for_consumption,Reference material for consumption
VRBWK,reference_plant_for_consumption,Reference plant for consumption
VRKME,sales_unit,Sales unit
VRMOD,consumption_mode,Consumption mode
VRSDG,reason_code_conversion_version,Reason Code Conversion Version
VRSNR,insurance_number,Insurance Number
VRSPR,deductible_percentage_rate,Deductible Percentage Rate
VRSZL,insurance_lead_months,Insurance Lead Months
VRVEZ,shipping_setup_time,Shipping setup time
VSBED,shipping_conditions,Shipping Conditions
VSMNG_L,delivered_quantity,Delivered quantity per schedule line and delivery item
VSMNG,delivered_quantity,Delivered quantity per delivery item
VSORT,item_proposal,Item proposal
VSTEL,shipping_point,Shipping Point / Receiving Point
VTWEG,distribution_channel,Distribution Channel
VVABW,smoothing_factor_compliance,Smoothing Factor: Compliance with Shipping Instructions
VWERK,delivering_plant,Delivering Plant
VWPOS,item_usage,Item Usage
VZSKZ,interest_indicator,Interest calculation indicator
VZUSL,surcharge_factor_percent,Surcharge factor for cost in percent
WA_DELAY_LF,goods_issue_delay,BW Extraction LE: Actual GI Delay - GI Date for Delivery
WA_DELAY,goods_issue_delay,BW Extraction SD/LE: GI Delay - GI Date for Schedule Line
WADAT_IST,actual_goods_movement_date,Actual Goods Movement Date
WADAT_LIKP,goods_issue_date_2,Goods Issue Date
WADAT,planned_goods_movement_date,Planned Goods Movement Date
WAERK_VBAK,document_currency_2,SD document currency
WAERK,document_currency_1,SD document currency
WAERS,local_currency_key,Local Currency
WAERSST,currency_key,Currency Key
WAKON,bill_of_exchange_charges,Terms of Payment Key for Bill of Exchange Charges
WAKTION,promotion,Promotion
WAVWR,cost_in_document_currency,Cost in document currency
WBPRO,profile_value_inventory_management,Profile for value-based inventory management
WBRSL,value_adjustment_key,Value Adjustment Key
WBSTA,goods_movement_status,Goods Movement Status
WEBAZ,goods_receipt_processing_time,Goods receipt processing time in days
WEBRE,goods_receipt_invoice_verification,Indicator: GR-Based Invoice Verification
WEMNG,quantity_of_goods_received,Quantity of Goods Received
WEMPF,goods_recipient,Goods recipient
WENWR,net_value_foreign_currency,Accepted net value of service in foreign currency
WEPOS,goods_receipt_indicator,Goods Receipt Indicator
WERKR,plant_level_relevant,Indicator: plant level relevant
WERKS,plant,Plant
WESCH,goods_receipt_slips_quantity,Quantity: Number of GR/GI slips to be printed
WEUNB,goods_receipt_non_valuated,"Goods Receipt, Non-Valuated"
WEWWR,goods_receipt_value,Value of goods received in foreign currency
WITHDRAWN_QTY,quantity_withdrawn,Quantity withdrawn
WKSOP,sop_plant,SOP plant
WKURS,exchange_rate,Exchange Rate
WLDATBE,desired_delivery_date,Desired del. date in confirmed schedule lines
WMENG,order_quantity,Order Quantity in Sales Units
