VENDORID,PASSENGER_COUNT,TRIP_DISTANCE,RATECODEID,STORE_AND_FWD_FLAG,PULOCATIONID,DOLOCATIONID,PAYMENT_TYPE,FARE_AMOUNT,EXTRA,MTA_TAX,TIP_AMOUNT,TOLLS_AMOUNT,IMPROVEMENT_SURCHARGE,TOTAL_AMOUNT,CONGESTION_SURCHARGE,AIRPORT_FEE,TPEP_PICKUP_DATETIME,TPEP_DROPOFF_DATETIME,TRIP_ID
2,1,1.08,1,N,142,238,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 00:25:11,2016-01-01 00:29:09,6355
2,1,0.95,1,N,238,238,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,,,2016-01-01 00:29:49,2016-01-01 00:37:25,6356
2,1,5.4,1,N,239,244,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,,,2016-01-01 00:39:11,2016-01-01 00:52:50,6357
2,1,1.33,1,N,107,186,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 00:03:59,2016-01-01 00:16:05,6358
2,1,2.35,1,N,90,50,1,11.0,0.5,0.5,1.75,0.0,0.3,14.05,,,2016-01-01 00:21:29,2016-01-01 00:34:15,6359
2,1,5.22,1,N,50,88,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,,,2016-01-01 00:35:49,2016-01-01 01:09:40,6360
2,2,0.0,1,N,161,161,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,,2016-01-01 00:04:30,2016-01-01 00:05:27,6361
2,2,3.01,1,N,164,4,1,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,,2016-01-01 00:13:24,2016-01-01 00:22:12,6362
2,2,2.41,1,N,79,158,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 00:25:38,2016-01-01 00:37:53,6363
2,2,2.34,1,N,158,4,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,,,2016-01-01 00:39:33,2016-01-01 00:54:41,6364
1,1,1.9,1,N,229,107,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 00:32:18,2016-01-01 00:39:51,6365
1,2,2.1,1,N,107,162,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 00:41:28,2016-01-01 00:50:12,6366
1,3,0.8,1,N,237,237,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,,,2016-01-01 00:53:01,2016-01-01 00:58:07,6367
1,1,4.0,1,N,229,249,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5,,,2016-01-01 00:12:06,2016-01-01 00:36:12,6368
1,1,5.6,1,N,249,238,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,,,2016-01-01 00:36:59,2016-01-01 00:59:03,6369
1,1,1.8,1,N,79,232,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 00:12:42,2016-01-01 00:23:00,6370
1,4,8.2,1,N,232,227,1,25.0,0.5,0.5,5.25,0.0,0.3,31.55,,,2016-01-01 00:24:22,2016-01-01 00:45:27,6371
2,1,1.27,1,N,68,100,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,,,2016-01-01 00:27:33,2016-01-01 00:40:05,6372
2,1,10.2,1,N,68,159,2,36.5,0.5,0.5,0.0,0.0,0.3,37.8,,,2016-01-01 00:46:10,2016-01-01 01:27:27,6373
2,1,2.6,1,N,233,263,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 00:29:21,2016-01-01 00:38:27,6374
2,1,1.61,1,N,263,75,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,,,2016-01-01 00:49:22,2016-01-01 00:55:38,6375
2,1,13.71,1,N,75,265,2,37.5,0.5,0.5,0.0,0.0,0.3,38.8,,,2016-01-01 00:58:18,2016-01-01 01:21:12,6376
1,1,2.8,1,N,170,148,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 00:10:12,2016-01-01 00:23:47,6377
1,4,2.4,1,N,148,164,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,,,2016-01-01 00:24:46,2016-01-01 00:42:05,6378
1,1,0.7,1,N,234,170,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 00:44:55,2016-01-01 00:51:45,6379
1,4,5.2,1,N,170,261,1,16.5,0.5,0.5,3.0,0.0,0.3,20.8,,,2016-01-01 00:53:48,2016-01-01 01:04:55,6380
1,2,0.5,1,N,249,68,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 00:29:48,2016-01-01 00:35:56,6381
1,2,1.9,1,N,68,79,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,,,2016-01-01 00:36:47,2016-01-01 00:49:07,6382
1,1,6.6,1,N,79,157,1,21.0,0.5,0.5,5.0,5.54,0.3,32.84,,,2016-01-01 00:51:10,2016-01-01 01:08:55,6383
1,2,0.4,1,N,170,170,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,,,2016-01-01 00:16:43,2016-01-01 00:23:48,6384
1,2,0.5,1,N,164,170,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,,2016-01-01 00:29:56,2016-01-01 00:33:19,6385
1,4,1.0,1,N,170,79,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:34:58,2016-01-01 00:42:06,6386
1,2,0.1,1,N,79,79,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,,,2016-01-01 00:43:11,2016-01-01 00:46:13,6387
1,2,0.8,1,N,107,170,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 00:51:09,2016-01-01 00:57:20,6388
2,3,0.7,1,N,239,238,1,4.0,0.5,0.5,1.32,0.0,0.3,6.62,,,2016-01-01 00:23:42,2016-01-01 00:25:34,6389
2,3,1.68,1,N,238,166,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:28:19,2016-01-01 00:33:05,6390
2,3,4.55,1,N,166,229,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,,,2016-01-01 00:36:30,2016-01-01 00:55:06,6391
2,3,3.21,1,N,229,145,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 00:56:35,2016-01-01 01:07:54,6392
2,1,0.51,1,N,79,79,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:03:21,2016-01-01 00:07:19,6393
2,1,3.87,1,N,79,262,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,,,2016-01-01 00:30:23,2016-01-01 00:41:37,6394
2,1,1.87,1,N,263,233,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 00:43:48,2016-01-01 00:50:26,6395
2,1,21.39,1,N,233,210,2,59.0,0.5,0.5,0.0,0.0,0.3,60.3,,,2016-01-01 00:53:05,2016-01-01 01:34:00,6396
1,1,2.2,1,N,237,143,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 00:17:25,2016-01-01 00:28:26,6397
1,1,2.4,1,N,143,236,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,,,2016-01-01 00:30:43,2016-01-01 00:41:12,6398
1,1,9.3,1,N,264,33,1,27.5,0.5,0.5,5.75,0.0,0.3,34.55,,,2016-01-01 00:42:43,2016-01-01 01:02:08,6399
2,1,2.04,1,N,24,42,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,,,2016-01-01 00:15:52,2016-01-01 00:26:43,6400
2,1,1.2,1,N,42,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:30:31,2016-01-01 00:35:48,6401
2,1,15.79,1,N,24,14,1,49.5,0.5,0.5,11.27,5.54,0.3,67.61,,,2016-01-01 00:42:45,2016-01-01 01:30:38,6402
1,1,1.6,1,N,239,236,1,8.0,0.5,0.5,1.25,0.0,0.3,10.55,,,2016-01-01 00:15:46,2016-01-01 00:24:24,6403
1,1,1.9,1,N,236,151,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,,,2016-01-01 00:26:02,2016-01-01 00:34:45,6404
1,1,4.9,1,N,238,145,1,18.0,0.5,0.5,4.8,0.0,0.3,24.1,,,2016-01-01 00:39:21,2016-01-01 00:58:31,6405
2,1,1.24,1,N,90,79,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:06:52,2016-01-01 00:13:18,6406
2,1,0.73,1,N,79,148,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:16:03,2016-01-01 00:20:14,6407
2,1,2.7,1,N,107,141,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 00:20:13,2016-01-01 00:35:14,6408
2,1,1.72,1,N,237,170,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,,,2016-01-01 00:40:32,2016-01-01 01:03:49,6409
1,1,0.8,1,N,90,137,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,,,2016-01-01 00:25:04,2016-01-01 00:33:53,6410
1,1,3.7,1,N,170,239,1,15.5,0.5,0.5,3.35,0.0,0.3,20.15,,,2016-01-01 00:53:16,2016-01-01 01:11:53,6411
1,1,6.6,1,N,138,95,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,,,2016-01-01 00:15:09,2016-01-01 00:25:43,6412
1,1,4.3,1,N,232,225,3,18.0,0.5,0.5,0.0,0.0,0.3,19.3,,,2016-01-01 00:46:31,2016-01-01 01:08:33,6413
2,3,19.99,2,N,132,43,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84,,,2016-01-01 00:50:17,2016-01-01 01:19:41,6414
2,1,2.27,1,N,231,249,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 00:28:32,2016-01-01 00:40:23,6415
2,1,0.5,1,N,158,90,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:42:48,2016-01-01 00:46:56,6416
2,1,2.85,1,N,90,50,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,,,2016-01-01 00:47:16,2016-01-01 01:14:53,6417
2,5,1.0,1,N,170,162,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 00:44:17,2016-01-01 00:53:13,6418
2,5,2.77,1,N,161,75,1,13.5,0.5,0.5,1.0,0.0,0.3,15.8,,,2016-01-01 00:57:42,2016-01-01 01:15:14,6419
1,3,1.4,1,N,234,144,1,7.0,0.5,0.5,2.0,0.0,0.3,10.3,,,2016-01-01 00:12:58,2016-01-01 00:20:17,6420
1,2,1.8,1,N,144,234,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 00:22:39,2016-01-01 00:31:40,6421
1,2,3.6,1,N,234,261,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,,,2016-01-01 00:33:17,2016-01-01 00:53:37,6422
1,2,2.2,1,N,261,113,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,,,2016-01-01 00:54:28,2016-01-01 01:06:23,6423
2,1,3.14,1,N,43,166,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 00:20:51,2016-01-01 00:30:32,6424
2,1,1.02,1,N,151,239,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,,,2016-01-01 00:37:16,2016-01-01 00:42:32,6425
2,1,2.67,1,N,239,74,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,,2016-01-01 00:43:37,2016-01-01 00:54:42,6426
2,1,0.55,1,N,74,75,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,,2016-01-01 00:58:11,2016-01-01 01:00:37,6427
2,1,1.22,1,N,239,48,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 00:10:06,2016-01-01 00:20:38,6428
2,2,3.99,1,N,48,79,2,20.5,0.5,0.5,0.0,0.0,0.3,21.8,,,2016-01-01 00:25:42,2016-01-01 00:54:46,6429
2,1,1.7,1,N,79,233,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,,,2016-01-01 00:55:37,2016-01-01 00:59:40,6430
2,5,0.9,1,N,234,249,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,,,2016-01-01 00:53:33,2016-01-01 00:59:00,6431
2,1,2.75,1,N,114,256,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,,,2016-01-01 00:06:09,2016-01-01 00:14:27,6432
2,1,0.89,1,N,232,224,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5,,,2016-01-01 00:24:00,2016-01-01 00:28:54,6433
2,1,2.34,1,N,224,231,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,,,2016-01-01 00:34:21,2016-01-01 00:44:16,6434
2,1,3.19,1,N,231,230,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,,,2016-01-01 00:45:39,2016-01-01 01:00:44,6435
1,1,0.9,1,Y,249,79,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 00:06:26,2016-01-01 00:11:32,6436
1,2,4.7,1,Y,170,148,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,,,2016-01-01 00:26:14,2016-01-01 00:44:20,6437
1,2,1.7,1,Y,144,107,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,,,2016-01-01 00:46:08,2016-01-01 00:53:16,6438
1,2,0.9,1,Y,107,186,1,5.5,0.5,0.5,1.2,0.0,0.3,8.0,,,2016-01-01 00:54:02,2016-01-01 00:59:17,6439
2,2,3.41,1,N,68,239,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,,,2016-01-01 00:32:56,2016-01-01 00:50:07,6440
2,2,6.33,1,N,239,13,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,,,2016-01-01 00:52:20,2016-01-01 01:19:34,6441
2,3,0.76,1,N,249,246,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 00:05:38,2016-01-01 00:10:02,6442
2,3,6.29,1,N,246,75,1,22.0,0.5,0.5,1.0,0.0,0.3,24.3,,,2016-01-01 00:10:40,2016-01-01 00:36:19,6443
2,3,5.69,1,N,75,234,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,,,2016-01-01 00:39:10,2016-01-01 00:58:09,6444
2,3,1.68,1,N,234,162,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 00:59:16,2016-01-01 01:07:04,6445
1,1,1.2,1,N,237,142,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,,,2016-01-01 00:10:31,2016-01-01 00:18:03,6446
1,1,3.4,1,N,143,90,1,19.5,0.5,0.5,6.2,0.0,0.3,27.0,,,2016-01-01 00:22:05,2016-01-01 00:50:09,6447
2,6,0.87,1,N,229,237,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 00:11:53,2016-01-01 00:17:24,6448
2,6,1.77,1,N,163,137,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 00:21:09,2016-01-01 00:27:24,6449
2,6,1.09,1,N,137,79,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,,,2016-01-01 00:29:01,2016-01-01 00:34:03,6450
2,5,0.68,1,N,79,113,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 00:39:30,2016-01-01 00:44:52,6451
2,1,12.67,5,N,113,265,2,60.0,0.0,0.5,0.0,12.5,0.3,73.3,,,2016-01-01 00:45:50,2016-01-01 01:15:56,6452
2,4,3.77,1,N,148,68,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,,,2016-01-01 00:10:24,2016-01-01 00:25:48,6453
2,5,2.8,1,N,68,224,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,,,2016-01-01 00:26:54,2016-01-01 00:47:40,6454
2,4,3.81,1,N,79,262,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,,,2016-01-01 00:51:48,2016-01-01 01:05:59,6455
1,1,1.1,1,N,186,107,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,,,2016-01-01 00:30:02,2016-01-01 00:40:24,6456
1,1,0.9,1,N,137,186,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 00:42:39,2016-01-01 00:49:33,6457
1,1,10.4,1,N,186,71,2,34.5,0.5,0.5,0.0,5.54,0.3,41.34,,,2016-01-01 00:53:46,2016-01-01 01:29:38,6458
1,1,2.2,1,N,238,142,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,,,2016-01-01 00:08:26,2016-01-01 00:19:35,6459
1,1,1.8,1,N,143,237,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,,,2016-01-01 00:21:49,2016-01-01 00:32:42,6460
1,1,0.9,1,N,162,237,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,,,2016-01-01 00:35:40,2016-01-01 00:42:09,6461
1,1,1.1,1,N,237,162,1,6.0,0.5,0.5,0.73,0.0,0.3,8.03,,,2016-01-01 00:43:45,2016-01-01 00:49:46,6462
1,1,1.5,1,N,163,170,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 00:52:07,2016-01-01 01:01:25,6463
1,1,2.0,1,N,234,231,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 00:23:20,2016-01-01 00:31:17,6464
1,1,1.8,1,N,231,107,1,9.0,0.5,0.5,1.5,0.0,0.3,11.8,,,2016-01-01 00:33:09,2016-01-01 00:44:04,6465
1,1,0.7,1,N,234,79,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,,,2016-01-01 00:47:43,2016-01-01 00:52:35,6466
1,1,0.5,1,N,113,79,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:55:51,2016-01-01 01:00:00,6467
1,2,0.7,1,N,80,80,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,,,2016-01-01 00:24:43,2016-01-01 00:29:56,6468
1,2,0.9,1,N,37,255,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,,,2016-01-01 00:35:41,2016-01-01 00:41:37,6469
1,2,1.7,1,N,255,80,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 00:45:49,2016-01-01 00:58:41,6470
2,2,0.44,1,N,238,151,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,,2016-01-01 00:20:29,2016-01-01 00:22:38,6471
2,3,0.55,1,N,151,166,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,,,2016-01-01 00:24:41,2016-01-01 00:26:34,6472
2,3,0.57,1,N,151,238,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:31:04,2016-01-01 00:33:47,6473
2,2,2.49,1,N,238,48,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 00:35:22,2016-01-01 00:54:27,6474
2,2,8.01,1,N,50,54,1,30.5,0.5,0.5,7.95,0.0,0.3,39.75,,,2016-01-01 00:57:45,2016-01-01 01:35:38,6475
2,1,3.82,1,N,264,264,1,14.0,0.5,0.5,1.0,0.0,0.3,16.3,,,2016-01-01 00:13:01,2016-01-01 00:28:16,6476
2,1,2.18,1,N,264,264,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,,,2016-01-01 00:32:29,2016-01-01 00:44:03,6477
2,1,2.64,1,N,264,264,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3,,,2016-01-01 00:52:11,2016-01-01 01:03:22,6478
2,2,2.11,1,N,249,246,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 00:16:51,2016-01-01 00:24:35,6479
2,3,4.56,1,N,246,66,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,,,2016-01-01 00:28:43,2016-01-01 00:47:45,6480
2,2,0.87,1,N,66,66,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 00:49:07,2016-01-01 00:58:36,6481
1,1,1.4,1,N,100,90,1,7.5,0.5,0.5,2.6,0.0,0.3,11.4,,,2016-01-01 00:09:10,2016-01-01 00:17:24,6482
1,1,1.0,1,N,164,234,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,,,2016-01-01 00:31:23,2016-01-01 00:39:47,6483
1,1,2.5,1,N,113,50,1,16.0,0.5,0.5,1.5,0.0,0.3,18.8,,,2016-01-01 00:42:14,2016-01-01 01:06:24,6484
2,1,1.25,1,N,107,233,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,,,2016-01-01 00:34:23,2016-01-01 00:42:13,6485
2,6,8.86,1,N,161,243,2,30.0,0.5,0.5,0.0,0.0,0.3,31.3,,,2016-01-01 00:51:31,2016-01-01 01:21:01,6486
2,2,0.95,1,N,141,262,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19,,,2016-01-01 00:19:00,2016-01-01 00:22:21,6487
2,2,1.29,1,N,262,74,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,,,2016-01-01 00:24:24,2016-01-01 00:27:21,6488
2,2,1.33,1,N,263,141,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:33:14,2016-01-01 00:39:33,6489
2,2,0.65,1,N,236,236,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,,2016-01-01 00:43:30,2016-01-01 00:46:17,6490
2,2,3.01,1,N,263,170,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,,,2016-01-01 00:49:21,2016-01-01 01:02:28,6491
1,1,3.0,1,N,142,262,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,,,2016-01-01 00:12:58,2016-01-01 00:29:46,6492
1,1,3.1,1,N,262,151,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,,,2016-01-01 00:30:45,2016-01-01 00:44:09,6493
1,1,3.6,1,N,151,141,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8,,,2016-01-01 00:46:30,2016-01-01 01:03:45,6494
2,6,1.85,1,N,114,13,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,,,2016-01-01 00:00:45,2016-01-01 00:09:17,6495
2,6,3.3,1,N,231,261,1,14.0,0.5,0.5,0.0,0.0,0.3,15.3,,,2016-01-01 00:14:29,2016-01-01 00:32:29,6496
2,6,0.53,1,N,261,13,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,,,2016-01-01 00:37:48,2016-01-01 00:41:30,6497
2,1,9.77,1,N,261,74,1,34.5,0.5,0.5,10.74,0.0,0.3,46.54,,,2016-01-01 00:45:15,2016-01-01 01:24:02,6498
1,1,0.6,1,N,50,163,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,,,2016-01-01 00:02:13,2016-01-01 00:06:56,6499
1,1,2.5,1,N,163,90,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,,,2016-01-01 00:10:46,2016-01-01 00:42:53,6500
1,1,1.9,1,N,249,148,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 00:48:07,2016-01-01 00:59:28,6501
1,1,3.1,1,N,161,238,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,,,2016-01-01 00:08:35,2016-01-01 00:18:53,6502
1,1,1.7,1,N,238,263,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,,,2016-01-01 00:21:19,2016-01-01 00:32:23,6503
1,1,1.3,1,N,263,140,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,,,2016-01-01 00:37:26,2016-01-01 00:43:01,6504
1,1,3.1,1,N,140,107,1,11.5,0.5,0.5,2.0,0.0,0.3,14.8,,,2016-01-01 00:44:21,2016-01-01 00:53:08,6505
1,2,2.0,1,N,239,237,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 00:19:18,2016-01-01 00:31:11,6506
1,4,1.9,1,N,237,239,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,,,2016-01-01 00:32:23,2016-01-01 00:41:58,6507
1,2,5.4,1,N,239,211,1,23.0,0.5,0.5,6.05,0.0,0.3,30.35,,,2016-01-01 00:44:11,2016-01-01 01:15:46,6508
2,1,1.53,1,N,237,236,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8,,,2016-01-01 00:07:35,2016-01-01 00:12:52,6509
2,1,1.52,1,N,236,238,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62,,,2016-01-01 00:15:57,2016-01-01 00:23:47,6510
2,1,6.64,1,N,238,113,1,25.0,0.5,0.5,5.26,0.0,0.3,31.56,,,2016-01-01 00:25:07,2016-01-01 00:54:09,6511
2,1,1.42,1,N,79,137,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,,,2016-01-01 00:04:31,2016-01-01 00:11:20,6512
2,1,7.37,1,N,107,223,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,,,2016-01-01 00:13:13,2016-01-01 00:38:39,6513
2,1,2.9,1,N,7,129,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38,,,2016-01-01 00:45:19,2016-01-01 00:54:20,6514
2,1,8.18,1,N,129,130,1,25.0,0.5,0.5,2.5,0.0,0.3,28.8,,,2016-01-01 00:58:15,2016-01-01 01:15:01,6515
2,2,1.56,1,N,238,236,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,,,2016-01-01 00:29:51,2016-01-01 00:36:37,6516
2,2,1.78,1,N,239,141,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,,,2016-01-01 00:43:20,2016-01-01 00:50:57,6517
2,2,11.77,1,N,237,228,2,40.5,0.5,0.5,0.0,0.0,0.3,41.8,,,2016-01-01 00:56:22,2016-01-01 01:40:14,6518
1,1,1.4,1,N,68,50,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,,,2016-01-01 00:36:54,2016-01-01 00:50:28,6519
1,1,3.7,1,N,50,41,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,,,2016-01-01 00:53:44,2016-01-01 01:06:07,6520
2,1,0.65,1,N,233,170,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,,,2016-01-01 00:18:53,2016-01-01 00:22:05,6521
2,1,0.9,1,N,137,79,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,,,2016-01-01 00:35:58,2016-01-01 00:38:29,6522
2,1,0.96,1,N,79,113,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,,,2016-01-01 00:40:29,2016-01-01 00:45:30,6523
2,1,10.34,1,N,249,244,1,35.0,0.5,0.5,10.89,0.0,0.3,47.19,,,2016-01-01 00:47:18,2016-01-01 01:21:45,6524
1,1,2.2,1,N,237,107,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,,,2016-01-01 00:31:31,2016-01-01 00:45:25,6525
1,1,0.4,1,N,164,164,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,,,2016-01-01 00:51:31,2016-01-01 00:55:39,6526
1,2,1.3,1,N,164,229,1,7.5,0.5,0.5,2.0,0.0,0.3,10.8,,,2016-01-01 00:57:35,2016-01-01 01:06:03,6527
2,2,3.77,1,N,237,7,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,,,2016-01-01 00:53:42,2016-01-01 01:07:33,6528
2,2,4.09,1,N,79,142,1,19.5,0.5,0.5,3.0,0.0,0.3,23.8,,,2016-01-01 00:39:10,2016-01-01 01:07:24,6529
1,1,1.7,1,N,236,229,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,,,2016-01-01 00:10:24,2016-01-01 00:17:13,6530
1,1,1.0,1,N,237,229,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,,,2016-01-01 00:28:38,2016-01-01 00:33:44,6531
1,1,3.3,1,N,229,239,1,13.0,0.5,0.5,1.7,0.0,0.3,16.0,,,2016-01-01 00:34:48,2016-01-01 00:49:42,6532
