FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Community Savings Bond Fund,2021-07-03,Procter & Gamble Co.,446536,347,30437824.32,354.88,128.64,573.07
Community Savings Bond Fund,2021-04-27,"Walmart, Inc.",479130,6397,16924623.1,548.85,28.14,47.46
Community Savings Bond Fund,2018-08-23,Nestlé SA,864682,-5410,414035044.4,434.55,853.6,333.54
Equity Diversified Selection Fund,2020-02-06,"Netflix, Inc.",363985,1138,265880643.87,205.87,10.48,833.78
Equity Diversified Selection Fund,2022-09-13,"Netflix, Inc.",167216,-2770,101234504.49,218.14,31.53,195.84
Sustainable Retail Fund,2019-04-19,"Beyond Meat, Inc.",975899,-6189,49102603.5,195.42,994.81,73.27
Target Maturity 2029 Bond Fund,2019-08-28,"Apple, Inc.",683047,6705,408353869.61,745.77,559.21,990.83
Global Short Term Credit Fund,2019-02-28,HSBC Holdings Plc,357478,2172,379357775.96,936.46,251.0,852.21
Fixed Maturity 2027 Bond Fund,2019-11-21,Toyota Motor Corp.,292962,-2144,216533278.37,91.96,17.85,567.55
Sustainable Retail Fund,2022-12-25,"The Hain Celestial Group, Inc.",310879,-1478,493785111.17,503.62,504.96,38.99
Global Short Term Credit Fund,2022-12-06,JPMorgan Chase & Co.,719512,-8830,365203478.83,611.72,910.98,925.99
Sustainable Retail Fund,2018-03-10,"Tesla, Inc.",730319,8477,340538820.76,465.83,933.04,955.75
Global Cross Asset Fund,2021-07-01,Johnson & Johnson,930167,-3468,121713102.82,561.24,837.43,223.39
Sustainable Retail Fund,2021-07-10,"The Hain Celestial Group, Inc.",588704,-7244,208946176.74,520.94,261.78,903.04
Equity Diversified Selection Fund,2021-06-10,"Netflix, Inc.",968465,-6604,333855748.43,961.63,922.12,726.32
Fixed Maturity 2025 Bond Fund,2018-10-05,Chevron Corp.,726466,-2328,222969670.96,857.5,301.33,446.64
Sustainable Retail Fund,2020-11-27,"The Hain Celestial Group, Inc.",910303,9205,449929111.49,681.0,484.01,391.35
Community Savings Bond Fund,2017-02-07,Nestlé SA,633349,-1388,96429853.53,510.05,72.38,419.59
Fixed Maturity 2027 Bond Fund,2022-06-23,Ford Motor Co.,507341,-1566,60375869.67,691.56,381.84,422.94
Global Cross Asset Fund,2020-05-19,"Berkshire Hathaway, Inc.",472892,2982,480145150.94,936.16,136.59,164.09
Target Maturity 2029 Bond Fund,2018-07-20,Microsoft Corp.,242899,-384,130963014.4,508.55,824.21,393.91
Subordinated Financials Fund,2021-12-18,Morgan Stanley,883050,-6312,407433030.24,805.25,423.78,733.67
Global Cross Asset Fund,2019-08-07,"Berkshire Hathaway, Inc.",217772,-5719,127384888.41,457.18,31.13,119.88
Global Cross Asset Fund,2019-12-04,Alibaba Group Holding Ltd.,420322,-7460,68856941.33,484.24,57.13,623.93
Fixed Maturity 2025 Bond Fund,2020-01-22,Exxon Mobil Corp.,168726,-3291,167601545.06,718.19,851.96,541.83
Fixed Maturity 2025 Bond Fund,2018-02-25,BP Plc,51305,1503,437419527.81,761.77,482.83,214.15
International Fixed Duration Fund,2017-05-19,Allianz SE,58215,-3995,482931278.67,402.23,961.63,105.94
Global Cross Asset Fund,2020-09-29,Alibaba Group Holding Ltd.,4671,7076,407054590.08,618.14,19.65,71.2
Global Cross Asset Fund,2019-12-21,Johnson & Johnson,460201,121,30183998.79,297.75,990.75,467.69
Fixed Maturity 2027 Bond Fund,2020-06-07,Volkswagen AG,925233,-8631,171445835.34,425.67,771.88,327.08
Global Short Term Credit Fund,2018-08-17,JPMorgan Chase & Co.,739778,-6162,495392800.09,939.07,324.4,207.4
Impact Credit Strategies Fund,2022-05-19,"SolarEdge Technologies, Inc.",436932,759,263533128.13,951.51,929.85,865.76
Sustainable Retail Fund,2018-09-18,"Beyond Meat, Inc.",824753,4380,206295592.31,176.31,471.02,148.81
International Fixed Duration Fund,2018-10-03,Allianz SE,975861,5414,392748339.46,707.63,383.53,35.0
Subordinated Financials Fund,2020-01-12,Morgan Stanley,396024,5673,187390188.64,531.04,741.47,903.96
Global Short Term Credit Fund,2018-01-21,Bank of America Corp.,611809,-8393,87945091.56,964.92,561.37,121.58
Global Short Term Credit Fund,2022-01-25,Bank of America Corp.,777132,-6588,110870676.57,731.84,49.93,34.88
Subordinated Financials Fund,2022-09-02,"Goldman Sachs Group, Inc.",819889,9701,329884966.64,199.22,928.6,129.85
Equity Diversified Selection Fund,2022-12-18,"Netflix, Inc.",269421,5906,226510934.3,683.02,321.95,106.55
International Fixed Duration Fund,2022-05-20,Ping An Insurance (Group) Co. of China Ltd.,531526,-2266,4214769.53,342.99,247.65,729.33
Global Short Term Credit Fund,2020-01-10,HSBC Holdings Plc,706703,4780,247024771.55,255.42,37.16,541.55
Target Maturity 2029 Bond Fund,2020-07-27,Microsoft Corp.,11179,-1098,20666968.96,761.51,839.33,763.01
Equity Diversified Selection Fund,2022-10-01,"Facebook, Inc.",678590,2374,95374512.1,725.81,740.79,692.06
International Fixed Duration Fund,2022-01-15,AXA SA,917301,7258,369485881.53,416.19,939.74,517.71
Global Short Term Credit Fund,2021-11-20,Bank of America Corp.,25733,3116,427868172.89,155.61,542.46,725.4
Fixed Maturity 2027 Bond Fund,2018-01-26,Toyota Motor Corp.,326659,-4432,97414923.26,431.28,671.97,216.45
Global Short Term Credit Fund,2017-11-26,Bank of America Corp.,617091,-3166,317078287.4,585.65,595.88,299.67
Target Maturity 2029 Bond Fund,2017-06-08,"Apple, Inc.",593319,5702,217021663.63,523.23,287.71,577.04
Global Cross Asset Fund,2021-10-22,Johnson & Johnson,773497,-9801,43976680.39,141.35,637.98,391.43
Global Cross Asset Fund,2022-10-31,"Berkshire Hathaway, Inc.",242176,-8582,270674287.01,762.31,999.88,79.7
International Fixed Duration Fund,2019-12-24,Ping An Insurance (Group) Co. of China Ltd.,457688,-2371,408136054.11,920.36,966.61,992.05
Community Savings Bond Fund,2017-04-14,"Walmart, Inc.",860827,-4232,437547586.16,93.5,823.97,704.09
International Fixed Duration Fund,2022-06-05,Allianz SE,437776,-996,173654526.73,407.79,42.91,219.49
Fixed Maturity 2025 Bond Fund,2017-12-24,Exxon Mobil Corp.,722978,-1813,2911464.87,820.31,359.43,747.37
Global Cross Asset Fund,2018-12-18,Alibaba Group Holding Ltd.,860760,-9229,292419458.14,756.62,702.66,365.98
Community Savings Bond Fund,2018-08-20,Procter & Gamble Co.,433137,1541,392375524.82,205.68,525.86,547.69
International Fixed Duration Fund,2019-01-19,Ping An Insurance (Group) Co. of China Ltd.,569367,-7389,431478897.09,745.13,540.8,126.59
Fixed Maturity 2027 Bond Fund,2021-11-21,Ford Motor Co.,241288,6521,204932027.31,729.23,209.07,780.55
Equity Diversified Selection Fund,2021-09-10,"Netflix, Inc.",109167,2151,44775147.99,760.55,145.12,602.6
Global Cross Asset Fund,2020-05-25,Johnson & Johnson,32456,-3407,391758419.45,736.54,546.77,675.11
Community Savings Bond Fund,2021-10-19,"Walmart, Inc.",636869,-5902,76700099.76,218.66,329.06,836.84
Sustainable Retail Fund,2020-12-24,"Beyond Meat, Inc.",805721,5884,453746278.7,950.0,134.96,389.13
Global Short Term Credit Fund,2017-10-09,JPMorgan Chase & Co.,304958,-6798,199658877.74,153.13,615.12,783.19
Target Maturity 2029 Bond Fund,2022-10-02,"Apple, Inc.",836347,-8685,461158737.19,298.2,706.71,402.26
Fixed Maturity 2025 Bond Fund,2022-03-12,BP Plc,278424,-1695,209267991.97,823.71,625.46,990.13
Target Maturity 2029 Bond Fund,2022-06-21,"Amazon.com, Inc.",57120,773,13792093.95,307.39,474.63,860.77
Equity Diversified Selection Fund,2019-06-04,"Facebook, Inc.",705794,4413,324278081.8,137.05,959.62,788.56
Fixed Maturity 2025 Bond Fund,2020-03-09,Chevron Corp.,854333,-6969,314601765.77,830.4,551.06,315.53
Subordinated Financials Fund,2020-08-31,Citigroup Inc.,271916,7269,138170471.53,655.06,471.67,131.17
Global Cross Asset Fund,2021-06-27,"Berkshire Hathaway, Inc.",835035,-3704,401589889.17,66.54,364.66,261.4
Target Maturity 2029 Bond Fund,2018-01-01,"Amazon.com, Inc.",312581,-9511,298429811.43,377.64,911.17,148.37
Community Savings Bond Fund,2019-10-16,Nestlé SA,567981,5968,415252694.41,467.39,869.8,333.38
Target Maturity 2029 Bond Fund,2021-09-06,"Apple, Inc.",911833,5935,140461857.4,45.71,839.75,928.9
Community Savings Bond Fund,2020-12-24,"Walmart, Inc.",16944,-4755,144760832.81,597.41,650.0,413.43
Equity Diversified Selection Fund,2018-03-28,"Facebook, Inc.",796332,-9614,48089525.06,546.02,50.56,207.18
Fixed Maturity 2027 Bond Fund,2020-04-12,Ford Motor Co.,424690,-9070,200138542.21,443.89,924.91,797.96
Sustainable Retail Fund,2018-04-08,"The Hain Celestial Group, Inc.",712536,-2729,183616859.97,511.95,751.52,301.4
Global Short Term Credit Fund,2018-12-03,HSBC Holdings Plc,852834,9246,9331261.44,989.31,602.26,836.55
Fixed Maturity 2027 Bond Fund,2020-03-20,Ford Motor Co.,962603,3416,290411112.34,958.8,153.54,145.9
Global Cross Asset Fund,2022-09-24,Alibaba Group Holding Ltd.,769085,-2263,211169504.74,399.5,148.33,198.89
Community Savings Bond Fund,2022-10-12,"Walmart, Inc.",535761,-2999,161131479.27,382.61,318.65,131.1
Sustainable Retail Fund,2020-02-03,"The Hain Celestial Group, Inc.",97574,6884,105770465.66,389.95,615.72,546.38
Sustainable Retail Fund,2020-06-28,"The Hain Celestial Group, Inc.",921253,7534,142807316.53,46.05,154.2,851.23
Target Maturity 2029 Bond Fund,2022-04-22,"Apple, Inc.",268668,6027,154005109.91,153.22,425.29,90.54
Sustainable Retail Fund,2020-11-08,"The Hain Celestial Group, Inc.",718659,-6656,158007590.31,155.67,131.51,487.62
Fixed Maturity 2025 Bond Fund,2021-12-02,Chevron Corp.,795177,-9169,486802579.2,645.83,204.86,106.61
Target Maturity 2029 Bond Fund,2021-02-02,"Apple, Inc.",937823,-9425,304131340.99,521.95,598.03,735.4
Global Short Term Credit Fund,2020-02-24,Bank of America Corp.,51371,1755,464728972.57,254.34,45.74,783.71
Fixed Maturity 2027 Bond Fund,2021-11-09,Volkswagen AG,938351,9507,111787473.69,600.34,460.16,224.22
Target Maturity 2029 Bond Fund,2017-01-16,Microsoft Corp.,86810,-3676,242380835.91,557.47,770.01,370.71
Community Savings Bond Fund,2017-11-12,"Walmart, Inc.",223893,601,398090172.92,763.95,101.29,654.58
Global Short Term Credit Fund,2021-10-19,JPMorgan Chase & Co.,50319,-2828,464351720.69,398.71,141.68,888.29
Target Maturity 2029 Bond Fund,2017-05-25,Microsoft Corp.,837325,75,92428744.22,748.39,916.46,261.03
Global Cross Asset Fund,2022-02-14,Johnson & Johnson,10315,7668,200366740.74,326.68,628.86,975.58
Global Cross Asset Fund,2019-06-07,"Berkshire Hathaway, Inc.",545470,-5716,75915938.86,455.32,28.71,412.0
Global Cross Asset Fund,2018-02-19,Alibaba Group Holding Ltd.,727652,-729,367857774.57,355.85,886.16,634.61
Fixed Maturity 2027 Bond Fund,2021-12-14,Volkswagen AG,226074,-9112,216883284.74,289.19,875.06,666.83
Community Savings Bond Fund,2017-10-14,Nestlé SA,138437,-619,11227535.58,77.89,501.55,770.47
Community Savings Bond Fund,2017-05-20,Procter & Gamble Co.,109135,7871,380940296.76,888.06,183.22,218.02
Fixed Maturity 2025 Bond Fund,2018-04-11,BP Plc,196295,-6128,68315199.41,196.31,485.72,606.82
Impact Credit Strategies Fund,2021-08-02,"SolarEdge Technologies, Inc.",803698,-4562,335770817.81,887.46,76.28,631.14
International Fixed Duration Fund,2017-04-27,Ping An Insurance (Group) Co. of China Ltd.,660896,-816,197126368.8,948.17,967.97,578.38
Fixed Maturity 2025 Bond Fund,2020-04-18,Chevron Corp.,598168,-3084,115480032.73,965.92,535.76,805.27
Target Maturity 2029 Bond Fund,2017-10-11,"Amazon.com, Inc.",54650,9112,91789051.8,100.18,839.97,978.33
Impact Credit Strategies Fund,2021-04-24,Vestas Wind Systems A/S,224550,-343,56472547.07,722.85,934.97,91.84
Fixed Maturity 2025 Bond Fund,2020-08-15,Chevron Corp.,780227,7775,56542115.19,800.47,441.24,837.8
Global Short Term Credit Fund,2022-10-18,HSBC Holdings Plc,159424,4629,497398874.66,956.57,239.84,674.39
Impact Credit Strategies Fund,2020-10-01,Vestas Wind Systems A/S,215832,-9478,16027542.78,965.1,212.76,752.33
Impact Credit Strategies Fund,2017-09-19,Vestas Wind Systems A/S,730297,3134,459759127.87,570.58,817.53,349.57
Fixed Maturity 2025 Bond Fund,2020-04-12,BP Plc,689616,-2920,159183186.69,863.62,694.55,858.13
Sustainable Retail Fund,2019-06-25,"Tesla, Inc.",183217,-5123,8430753.95,618.42,885.5,431.2
Subordinated Financials Fund,2017-05-04,Citigroup Inc.,38907,-4711,395418459.04,825.94,681.56,119.13
Target Maturity 2029 Bond Fund,2022-01-09,Microsoft Corp.,528942,1368,217161277.6,896.36,92.57,492.29
Sustainable Retail Fund,2020-04-10,"Beyond Meat, Inc.",145890,7043,365017243.91,399.86,851.9,503.75
Subordinated Financials Fund,2017-05-23,Morgan Stanley,702576,6231,312889669.96,163.78,577.75,111.66
Sustainable Retail Fund,2020-05-14,"The Hain Celestial Group, Inc.",601550,9316,46127269.28,22.74,462.31,418.63
Global Short Term Credit Fund,2022-01-30,Bank of America Corp.,932517,806,484390093.64,893.22,650.18,367.92
Sustainable Retail Fund,2022-02-28,"Beyond Meat, Inc.",92078,-5130,278634065.0,499.01,868.82,844.99
Global Cross Asset Fund,2020-09-09,"Berkshire Hathaway, Inc.",405658,-6798,223123744.19,590.09,182.45,776.68
Impact Credit Strategies Fund,2021-09-29,"First Solar, Inc.",958984,-8921,58106700.34,164.87,453.22,664.5
Fixed Maturity 2025 Bond Fund,2022-11-10,Exxon Mobil Corp.,910748,-6294,224397670.54,841.1,399.25,394.25
Fixed Maturity 2027 Bond Fund,2017-10-09,Volkswagen AG,730612,8755,88537818.9,896.41,444.97,634.8
Equity Diversified Selection Fund,2020-04-17,"Netflix, Inc.",694747,8934,481412523.23,43.7,223.89,13.02
Community Savings Bond Fund,2019-05-26,Nestlé SA,279402,5403,275762788.59,116.91,350.85,983.91
International Fixed Duration Fund,2017-10-17,Allianz SE,178921,3655,335787645.37,924.84,973.6,664.35
Fixed Maturity 2027 Bond Fund,2020-07-22,Volkswagen AG,240796,-3389,392479891.1,697.04,635.18,888.46
Fixed Maturity 2027 Bond Fund,2017-04-06,Ford Motor Co.,657943,1461,465268952.01,367.12,908.09,384.56
Community Savings Bond Fund,2022-05-22,"Walmart, Inc.",30832,7464,35147063.91,496.83,966.19,497.27
Global Short Term Credit Fund,2019-12-31,Bank of America Corp.,482454,-5409,484300727.15,479.95,949.82,163.0
Global Short Term Credit Fund,2018-04-04,JPMorgan Chase & Co.,557826,-947,333950083.43,301.62,105.84,887.25
Global Cross Asset Fund,2018-08-14,Alibaba Group Holding Ltd.,917329,-567,236734039.84,812.85,998.45,506.42
Global Short Term Credit Fund,2018-02-16,JPMorgan Chase & Co.,199890,6342,473957708.56,271.61,662.73,379.18
Global Short Term Credit Fund,2022-06-16,Bank of America Corp.,417102,-7246,83777736.68,626.32,11.25,660.28
Subordinated Financials Fund,2017-06-11,Morgan Stanley,761427,4985,476970510.82,969.15,291.04,399.2
Subordinated Financials Fund,2021-02-13,Citigroup Inc.,545068,9931,144260571.66,218.05,584.95,655.28
Sustainable Retail Fund,2017-01-09,"Tesla, Inc.",160223,-1613,434198597.71,918.26,611.68,285.35
Fixed Maturity 2027 Bond Fund,2019-08-10,Ford Motor Co.,585606,4502,202550390.36,335.02,582.5,157.81
Equity Diversified Selection Fund,2017-06-12,Google LLC,679225,-7279,453828236.94,464.53,702.87,406.8
Target Maturity 2029 Bond Fund,2018-11-07,Microsoft Corp.,147630,-7352,483999384.73,787.31,138.92,945.21
Target Maturity 2029 Bond Fund,2017-02-15,Microsoft Corp.,216414,-240,353876424.71,66.62,167.56,668.47
Subordinated Financials Fund,2019-05-28,Citigroup Inc.,859244,1343,221064051.38,466.88,848.4,701.41
International Fixed Duration Fund,2020-12-01,Ping An Insurance (Group) Co. of China Ltd.,421359,612,6918449.16,607.35,491.56,486.72
Fixed Maturity 2027 Bond Fund,2021-10-05,Ford Motor Co.,117539,9255,453508958.73,526.81,899.49,874.4
International Fixed Duration Fund,2019-05-11,Ping An Insurance (Group) Co. of China Ltd.,847957,3429,322956941.29,232.49,515.28,796.91
International Fixed Duration Fund,2018-11-17,Ping An Insurance (Group) Co. of China Ltd.,291568,8743,98212042.85,397.89,792.72,270.43
Community Savings Bond Fund,2017-04-03,Procter & Gamble Co.,712781,1222,114160173.23,387.84,925.32,458.1
Fixed Maturity 2027 Bond Fund,2021-11-01,Ford Motor Co.,267879,-8923,357476684.69,169.33,12.88,598.76
Global Cross Asset Fund,2022-05-05,"Berkshire Hathaway, Inc.",430549,-7559,196999668.24,576.47,386.4,264.07
International Fixed Duration Fund,2020-12-03,Allianz SE,638425,6713,28532331.0,679.4,318.41,47.72
Fixed Maturity 2025 Bond Fund,2018-12-27,Exxon Mobil Corp.,177409,-4978,472792136.83,287.95,304.55,212.51
Equity Diversified Selection Fund,2021-09-14,"Netflix, Inc.",623305,-3037,140322962.12,115.42,359.82,322.53
Impact Credit Strategies Fund,2017-11-04,"First Solar, Inc.",283230,-8708,332168323.47,459.69,43.88,918.95
International Fixed Duration Fund,2018-04-18,AXA SA,681513,-7028,102453315.96,154.41,935.06,453.31
Global Short Term Credit Fund,2019-03-07,Bank of America Corp.,231543,-5620,312039151.12,953.78,486.63,709.0
Global Cross Asset Fund,2020-08-29,Johnson & Johnson,184687,-9586,308368288.33,289.32,582.2,180.98
Target Maturity 2029 Bond Fund,2020-08-28,"Apple, Inc.",732344,5592,150443530.65,712.22,209.03,530.21
Global Cross Asset Fund,2022-09-03,Johnson & Johnson,36586,505,62219375.23,444.69,401.36,135.72
Sustainable Retail Fund,2019-01-07,"Tesla, Inc.",47413,-1335,87154770.56,971.16,452.51,255.4
Equity Diversified Selection Fund,2021-10-29,"Netflix, Inc.",918054,-800,244545406.51,624.23,353.22,927.79
Community Savings Bond Fund,2022-06-22,Procter & Gamble Co.,403766,-996,323902039.62,686.38,535.5,754.4
Fixed Maturity 2027 Bond Fund,2017-03-07,Volkswagen AG,771138,9142,271625989.91,419.88,692.0,281.91
Global Short Term Credit Fund,2017-09-06,JPMorgan Chase & Co.,80869,-5555,416667610.45,772.54,330.59,822.26
Global Cross Asset Fund,2019-04-21,Johnson & Johnson,575762,-1593,244327689.6,874.57,78.36,229.26
Sustainable Retail Fund,2020-04-08,"Tesla, Inc.",994355,9633,251570851.09,148.25,338.32,904.97
Sustainable Retail Fund,2020-09-08,"The Hain Celestial Group, Inc.",752089,1953,168624880.71,20.13,540.69,269.81
Equity Diversified Selection Fund,2018-07-18,"Facebook, Inc.",367671,6991,360631684.24,428.3,856.2,284.09
Sustainable Retail Fund,2019-10-10,"The Hain Celestial Group, Inc.",45248,-3541,452520080.25,111.29,612.18,525.53
Equity Diversified Selection Fund,2021-04-22,Google LLC,420977,-7585,69905918.54,749.5,68.58,779.0
Fixed Maturity 2025 Bond Fund,2020-10-11,Exxon Mobil Corp.,977169,3169,118265690.99,728.39,154.35,884.68
Fixed Maturity 2025 Bond Fund,2021-01-29,BP Plc,783007,-3638,433342825.34,150.1,523.29,763.67
Equity Diversified Selection Fund,2021-05-21,"Netflix, Inc.",187853,2114,464292854.5,366.09,105.45,754.92
Fixed Maturity 2027 Bond Fund,2021-09-27,Toyota Motor Corp.,738822,-5604,226073930.99,213.7,887.37,244.72
Fixed Maturity 2025 Bond Fund,2021-12-31,Exxon Mobil Corp.,979737,-2737,128007975.19,955.68,606.0,410.34
Impact Credit Strategies Fund,2022-12-31,"First Solar, Inc.",899715,-8710,173313972.57,127.08,572.48,420.85
Global Cross Asset Fund,2021-08-03,Alibaba Group Holding Ltd.,469413,-6218,384528402.19,217.12,381.89,697.12
Equity Diversified Selection Fund,2021-12-22,Google LLC,361461,5373,483303423.01,907.78,106.76,488.4
Fixed Maturity 2027 Bond Fund,2021-05-23,Toyota Motor Corp.,842481,6581,227611891.5,822.37,725.76,64.23
Fixed Maturity 2025 Bond Fund,2019-10-28,BP Plc,183734,4776,94301622.9,901.0,676.65,924.83
Equity Diversified Selection Fund,2019-10-04,"Netflix, Inc.",494317,-4355,58089742.08,781.28,357.2,342.15
Fixed Maturity 2025 Bond Fund,2017-03-02,Exxon Mobil Corp.,850297,-1910,235400646.45,661.88,104.18,836.81
Global Cross Asset Fund,2021-12-27,"Berkshire Hathaway, Inc.",421117,8273,147873034.07,131.12,356.24,799.9
International Fixed Duration Fund,2019-06-24,AXA SA,582122,-1790,178713946.31,190.12,123.55,990.13
Fixed Maturity 2027 Bond Fund,2022-03-02,Volkswagen AG,242852,-7329,422252305.15,955.82,993.23,948.37
Equity Diversified Selection Fund,2019-07-23,"Facebook, Inc.",863543,-2010,251084027.71,377.97,214.67,886.49
Target Maturity 2029 Bond Fund,2018-04-29,Microsoft Corp.,535627,-4879,15616096.79,450.71,175.35,780.9
Sustainable Retail Fund,2022-10-18,"Tesla, Inc.",445747,-4145,89166066.05,550.73,491.16,527.66
Global Short Term Credit Fund,2018-11-04,Bank of America Corp.,318782,3468,418566334.36,422.99,921.59,736.48
Subordinated Financials Fund,2022-03-15,"Goldman Sachs Group, Inc.",527610,7950,164197121.94,530.39,354.95,923.48
International Fixed Duration Fund,2021-06-25,Ping An Insurance (Group) Co. of China Ltd.,652675,9398,390183196.41,232.94,767.59,343.81
Global Cross Asset Fund,2022-09-18,Alibaba Group Holding Ltd.,627360,-3676,464806617.15,555.49,456.43,487.96
Target Maturity 2029 Bond Fund,2019-06-11,"Amazon.com, Inc.",893554,2984,49018340.44,859.8,351.9,827.2
Subordinated Financials Fund,2018-10-02,Morgan Stanley,476873,-7510,70682446.13,188.91,695.08,619.56
Global Cross Asset Fund,2019-08-27,Johnson & Johnson,512077,7871,96070232.04,547.64,602.03,199.55
Fixed Maturity 2025 Bond Fund,2019-08-05,Chevron Corp.,353621,7629,228491909.74,164.45,893.97,132.32
Global Cross Asset Fund,2020-04-01,Alibaba Group Holding Ltd.,854675,-2623,451176588.09,368.68,991.11,624.53
Impact Credit Strategies Fund,2019-05-15,Vestas Wind Systems A/S,271253,5169,365627827.15,476.93,960.1,693.01
Global Short Term Credit Fund,2021-08-09,Bank of America Corp.,735866,-698,106616577.21,639.4,264.57,988.69
Fixed Maturity 2027 Bond Fund,2019-01-06,Ford Motor Co.,424750,-3689,374440018.47,30.19,260.99,458.58
Impact Credit Strategies Fund,2017-10-19,"SolarEdge Technologies, Inc.",193774,-4564,400971926.4,817.02,47.97,198.36
Sustainable Retail Fund,2019-06-08,"The Hain Celestial Group, Inc.",582454,3546,82511926.63,60.42,190.65,542.77
Equity Diversified Selection Fund,2021-11-30,"Facebook, Inc.",783762,3408,302570628.79,91.05,270.54,292.63
Global Short Term Credit Fund,2018-02-02,HSBC Holdings Plc,695835,-1033,52258904.69,599.62,249.07,724.21
International Fixed Duration Fund,2021-05-01,Ping An Insurance (Group) Co. of China Ltd.,707949,3137,60145357.06,803.76,180.63,660.48
International Fixed Duration Fund,2019-12-11,AXA SA,129208,-5485,349620746.19,858.99,449.53,425.51
Impact Credit Strategies Fund,2019-09-13,"SolarEdge Technologies, Inc.",544548,9985,323639050.93,399.67,433.0,890.04
Target Maturity 2029 Bond Fund,2020-05-18,"Amazon.com, Inc.",356558,6668,394615900.97,546.2,661.81,363.26
Sustainable Retail Fund,2021-03-05,"Beyond Meat, Inc.",618201,2952,131346419.23,308.59,333.32,127.52
Community Savings Bond Fund,2021-03-24,"Walmart, Inc.",839118,-3070,286863947.63,690.41,374.93,438.84
Community Savings Bond Fund,2020-02-04,"Walmart, Inc.",307624,-8525,225449316.63,247.84,865.31,603.32
Global Short Term Credit Fund,2020-01-01,JPMorgan Chase & Co.,965029,889,464734116.01,625.77,655.51,712.86
Target Maturity 2029 Bond Fund,2021-08-28,Microsoft Corp.,135082,3807,210283121.33,873.06,433.74,932.6
Equity Diversified Selection Fund,2021-10-27,"Netflix, Inc.",283135,6255,307896757.21,388.77,261.66,873.14
Sustainable Retail Fund,2019-12-18,"Tesla, Inc.",939292,8324,146938365.79,295.39,956.38,630.42
Global Cross Asset Fund,2021-04-13,Alibaba Group Holding Ltd.,156433,1479,253620082.43,117.78,767.94,366.86
Global Cross Asset Fund,2022-01-02,Johnson & Johnson,635267,9865,17528526.36,552.77,390.68,620.85
Equity Diversified Selection Fund,2018-07-09,Google LLC,770741,8235,364390606.98,995.62,517.8,755.68
Fixed Maturity 2025 Bond Fund,2018-09-11,Chevron Corp.,952468,2571,96553814.12,468.43,352.51,842.81
Impact Credit Strategies Fund,2017-06-29,"First Solar, Inc.",175318,6794,3767435.48,144.52,811.61,776.49
Subordinated Financials Fund,2017-05-14,"Goldman Sachs Group, Inc.",488186,-7109,366727230.87,287.72,369.41,384.89
Target Maturity 2029 Bond Fund,2017-02-20,"Amazon.com, Inc.",101308,9166,200542388.89,814.92,931.92,649.88
Target Maturity 2029 Bond Fund,2018-08-23,"Amazon.com, Inc.",608507,5255,198068468.48,821.71,368.38,912.79
Community Savings Bond Fund,2020-12-01,Procter & Gamble Co.,31114,-7799,229100236.44,935.93,909.34,409.92
Global Short Term Credit Fund,2020-07-04,JPMorgan Chase & Co.,867609,-774,269457924.93,244.6,496.94,754.07
Subordinated Financials Fund,2022-01-28,Morgan Stanley,103113,13,367149611.18,278.93,983.91,700.44
Community Savings Bond Fund,2022-01-06,Nestlé SA,512106,1760,375643818.99,843.43,129.57,570.5
International Fixed Duration Fund,2021-09-08,Allianz SE,736878,-9614,7071649.13,681.74,475.2,48.42
Community Savings Bond Fund,2021-04-29,Procter & Gamble Co.,972349,-42,193001860.17,546.57,887.49,859.5
Sustainable Retail Fund,2018-01-19,"The Hain Celestial Group, Inc.",827534,-1489,9910465.06,699.84,610.17,698.26
Equity Diversified Selection Fund,2021-04-02,"Facebook, Inc.",65389,-8839,34143267.78,777.58,617.99,883.37
International Fixed Duration Fund,2022-09-04,Allianz SE,599242,9118,6866490.24,400.18,451.65,570.49
Target Maturity 2029 Bond Fund,2017-12-30,Microsoft Corp.,235679,9424,466096508.35,769.77,649.25,835.95
Fixed Maturity 2025 Bond Fund,2022-08-25,Exxon Mobil Corp.,856883,6609,487850300.7,483.22,885.28,775.07
Equity Diversified Selection Fund,2019-04-01,Google LLC,331524,-3097,216790030.79,332.71,943.32,223.67
Equity Diversified Selection Fund,2020-07-30,Google LLC,646030,-741,364740935.16,357.03,908.31,503.69
Sustainable Retail Fund,2018-09-13,"Tesla, Inc.",895471,9387,326578299.04,210.64,10.29,473.19
Fixed Maturity 2027 Bond Fund,2018-07-22,Ford Motor Co.,599326,2983,66606917.55,388.92,914.71,398.46
Sustainable Retail Fund,2018-05-30,"Tesla, Inc.",586148,-1615,182967087.47,685.59,962.54,764.89
Fixed Maturity 2027 Bond Fund,2022-08-02,Volkswagen AG,498675,-8087,433808560.95,131.1,446.57,527.13
Fixed Maturity 2025 Bond Fund,2018-01-15,Chevron Corp.,271002,1784,365653074.67,744.86,123.21,823.0
Impact Credit Strategies Fund,2022-05-25,Vestas Wind Systems A/S,869092,-1941,22473074.11,911.73,248.88,852.51
Fixed Maturity 2027 Bond Fund,2019-10-13,Volkswagen AG,933599,4750,82643083.39,125.52,647.17,434.83
