FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
International Fixed Duration Fund,2017-06-04,Allianz SE,161163,-970,64840801.36,78.84,214.68,842.94
Global Cross Asset Fund,2018-05-04,Johnson & Johnson,835159,2180,29813873.82,325.1,239.56,160.39
Target Maturity 2029 Bond Fund,2020-02-28,Microsoft Corp.,938322,8474,136231231.42,401.63,887.84,539.17
Global Cross Asset Fund,2017-07-05,"Berkshire Hathaway, Inc.",939288,9999,374959837.5,817.27,757.17,299.0
International Fixed Duration Fund,2021-01-15,AXA SA,851349,1343,230037965.97,445.8,368.86,751.4
Global Short Term Credit Fund,2018-08-19,JPMorgan Chase & Co.,817782,3536,365913320.35,386.37,779.24,408.64
Fixed Maturity 2027 Bond Fund,2017-03-14,Toyota Motor Corp.,20166,4388,206022635.32,365.47,224.8,864.82
Sustainable Retail Fund,2017-07-04,"Beyond Meat, Inc.",779527,-9125,334754123.28,96.06,234.79,995.36
Global Short Term Credit Fund,2019-12-20,Bank of America Corp.,854258,-5696,198183454.01,785.91,781.99,580.07
Sustainable Retail Fund,2022-01-02,"Beyond Meat, Inc.",293038,9830,308812021.73,284.92,212.27,203.51
Target Maturity 2029 Bond Fund,2022-01-17,"Apple, Inc.",402711,7724,120568197.95,853.81,872.33,81.24
Global Cross Asset Fund,2022-09-13,Alibaba Group Holding Ltd.,711918,464,413112031.47,201.41,601.9,906.4
Community Savings Bond Fund,2019-03-19,Nestlé SA,605860,0,258415074.42,964.23,121.3,626.2
Global Cross Asset Fund,2018-03-30,Johnson & Johnson,632792,-2693,219533247.29,518.66,710.64,876.43
Equity Diversified Selection Fund,2022-11-22,"Netflix, Inc.",335374,-5597,135007069.24,335.94,953.72,919.09
Fixed Maturity 2027 Bond Fund,2022-06-14,Toyota Motor Corp.,789674,9462,202241253.93,637.63,151.25,226.72
Impact Credit Strategies Fund,2021-02-13,"SolarEdge Technologies, Inc.",581840,2306,99570474.26,713.25,815.94,240.04
Subordinated Financials Fund,2021-12-23,"Goldman Sachs Group, Inc.",178929,-4316,473297273.15,438.4,265.0,807.53
Global Short Term Credit Fund,2020-01-27,Bank of America Corp.,929070,7193,412455500.73,613.83,119.77,748.92
Fixed Maturity 2027 Bond Fund,2020-09-15,Volkswagen AG,973101,-1441,126970804.73,108.56,388.22,548.33
Global Cross Asset Fund,2017-11-27,"Berkshire Hathaway, Inc.",726738,-8121,177570504.85,247.01,202.76,314.18
Fixed Maturity 2025 Bond Fund,2018-11-14,BP Plc,450490,-8284,130891060.8,465.66,625.84,255.34
Subordinated Financials Fund,2021-10-21,Citigroup Inc.,40270,2484,488171001.64,727.57,235.04,118.09
Subordinated Financials Fund,2020-11-06,"Goldman Sachs Group, Inc.",654550,3998,229680079.49,644.67,283.89,153.91
Sustainable Retail Fund,2020-07-21,"The Hain Celestial Group, Inc.",539857,-9736,101823001.74,252.15,921.94,156.53
Impact Credit Strategies Fund,2019-12-03,Vestas Wind Systems A/S,265959,9145,6502176.36,28.69,516.97,968.26
Global Cross Asset Fund,2020-07-21,"Berkshire Hathaway, Inc.",940118,9978,173829784.67,244.68,61.85,561.91
Community Savings Bond Fund,2018-11-17,"Walmart, Inc.",868520,-8207,487431482.13,352.88,279.75,899.35
Fixed Maturity 2025 Bond Fund,2017-02-18,Exxon Mobil Corp.,335699,-7863,468374137.93,626.55,423.29,997.97
Fixed Maturity 2027 Bond Fund,2018-11-27,Ford Motor Co.,145205,-17,385895943.48,705.65,48.74,522.7
Global Cross Asset Fund,2021-06-15,"Berkshire Hathaway, Inc.",718252,-9746,152684173.06,823.94,57.05,65.98
Fixed Maturity 2027 Bond Fund,2022-07-07,Toyota Motor Corp.,569152,4608,377563676.06,238.53,190.88,830.92
Community Savings Bond Fund,2021-04-16,"Walmart, Inc.",314683,8068,242554337.57,186.38,375.38,296.22
International Fixed Duration Fund,2021-02-06,AXA SA,185455,-3950,488169782.59,182.03,287.98,167.94
Community Savings Bond Fund,2017-07-27,Procter & Gamble Co.,156760,1043,294551644.78,530.21,762.79,205.97
Fixed Maturity 2027 Bond Fund,2020-11-15,Volkswagen AG,130202,-2060,382965463.62,721.78,202.82,648.7
Equity Diversified Selection Fund,2021-10-21,"Netflix, Inc.",423584,-323,211426737.87,380.39,248.18,275.8
Impact Credit Strategies Fund,2021-02-14,"First Solar, Inc.",777851,-9776,389164783.58,869.95,181.1,688.46
Fixed Maturity 2027 Bond Fund,2017-09-28,Volkswagen AG,126561,5375,8285653.47,955.12,427.36,64.8
International Fixed Duration Fund,2020-11-19,Ping An Insurance (Group) Co. of China Ltd.,14888,-7123,99983675.86,500.14,560.52,114.78
Fixed Maturity 2025 Bond Fund,2021-07-10,Exxon Mobil Corp.,404618,-322,277838511.2,967.97,138.54,973.38
Community Savings Bond Fund,2020-04-30,Procter & Gamble Co.,716986,6485,246227502.91,54.86,496.51,705.31
Fixed Maturity 2027 Bond Fund,2020-02-03,Toyota Motor Corp.,607462,2271,86508347.99,482.14,133.73,965.59
Subordinated Financials Fund,2021-08-05,"Goldman Sachs Group, Inc.",464610,7995,223820155.15,367.96,907.88,402.27
Fixed Maturity 2027 Bond Fund,2020-12-09,Ford Motor Co.,65518,-7069,22180942.16,153.06,223.52,523.12
Sustainable Retail Fund,2018-12-09,"Beyond Meat, Inc.",882049,2267,143078914.66,146.95,294.79,928.19
Global Cross Asset Fund,2021-01-02,Alibaba Group Holding Ltd.,544027,9303,391853927.67,738.22,24.87,65.36
Impact Credit Strategies Fund,2019-03-18,Vestas Wind Systems A/S,946443,-6106,300035957.49,947.92,488.93,966.97
Impact Credit Strategies Fund,2020-06-03,"First Solar, Inc.",293823,-8183,272145549.09,132.48,106.2,600.56
Fixed Maturity 2027 Bond Fund,2017-05-06,Volkswagen AG,54514,-9434,464203593.42,925.59,537.69,246.33
Sustainable Retail Fund,2019-12-17,"The Hain Celestial Group, Inc.",347077,-315,66576938.04,715.18,627.61,290.74
Global Short Term Credit Fund,2018-04-20,Bank of America Corp.,875304,6221,208874169.49,438.22,972.71,64.93
Fixed Maturity 2027 Bond Fund,2018-06-12,Volkswagen AG,667842,-7391,142458024.3,662.31,395.23,225.35
Fixed Maturity 2027 Bond Fund,2021-09-15,Volkswagen AG,261507,268,158475411.41,137.93,672.24,941.11
Fixed Maturity 2025 Bond Fund,2019-03-21,BP Plc,131833,2917,30277692.46,729.59,165.89,543.11
Target Maturity 2029 Bond Fund,2020-08-29,"Amazon.com, Inc.",371228,1098,143118340.44,722.26,589.81,753.23
Global Short Term Credit Fund,2020-04-15,HSBC Holdings Plc,85839,1562,267174016.34,125.34,661.3,273.9
International Fixed Duration Fund,2019-06-19,Allianz SE,54829,1002,478117059.16,858.75,734.55,283.87
Impact Credit Strategies Fund,2018-06-29,"First Solar, Inc.",817614,1623,46169131.83,168.7,956.88,717.19
Global Short Term Credit Fund,2019-02-04,HSBC Holdings Plc,771708,-6699,235986609.7,988.19,403.55,646.45
Global Short Term Credit Fund,2017-03-24,JPMorgan Chase & Co.,89940,-8383,197898176.22,746.27,548.23,718.77
Community Savings Bond Fund,2019-01-31,Procter & Gamble Co.,850225,792,489624596.45,432.77,906.85,843.39
Fixed Maturity 2025 Bond Fund,2019-02-17,BP Plc,826318,-1942,139114894.9,33.04,569.29,767.98
International Fixed Duration Fund,2022-10-07,AXA SA,665392,6201,29596658.02,793.87,853.57,566.61
International Fixed Duration Fund,2019-06-29,Allianz SE,24856,2604,215345379.7,523.56,718.23,274.64
Global Cross Asset Fund,2021-05-16,"Berkshire Hathaway, Inc.",476398,5762,284538561.62,756.53,18.97,897.68
Subordinated Financials Fund,2020-10-16,Citigroup Inc.,611788,-1939,111721444.55,139.0,849.43,258.49
Target Maturity 2029 Bond Fund,2017-06-13,"Amazon.com, Inc.",408778,264,269295961.13,80.79,593.18,310.61
Impact Credit Strategies Fund,2019-06-16,Vestas Wind Systems A/S,877046,5980,120228361.47,164.41,162.73,855.77
Global Cross Asset Fund,2020-04-10,Alibaba Group Holding Ltd.,291405,1859,24211772.42,483.45,850.22,284.27
International Fixed Duration Fund,2017-02-14,Allianz SE,699335,7135,253025150.4,481.62,762.45,766.95
Sustainable Retail Fund,2022-05-24,"The Hain Celestial Group, Inc.",841004,-2312,384237148.95,895.24,109.99,422.65
Target Maturity 2029 Bond Fund,2022-07-13,"Apple, Inc.",597228,8137,394662892.59,445.52,781.39,799.34
Fixed Maturity 2025 Bond Fund,2022-12-16,BP Plc,139665,-2511,368652109.39,278.49,518.87,895.91
Global Cross Asset Fund,2019-03-22,"Berkshire Hathaway, Inc.",526619,8393,429029858.86,264.31,596.02,118.65
Impact Credit Strategies Fund,2018-11-06,Vestas Wind Systems A/S,427975,-5908,61905870.31,362.44,84.31,892.88
Sustainable Retail Fund,2020-06-13,"Beyond Meat, Inc.",244953,8198,455032693.98,120.19,127.63,717.96
Impact Credit Strategies Fund,2018-07-29,Vestas Wind Systems A/S,78620,-3262,149930773.29,285.8,161.32,981.04
Target Maturity 2029 Bond Fund,2021-07-17,"Apple, Inc.",574990,-1682,450541113.58,81.63,429.46,964.22
Subordinated Financials Fund,2021-03-06,Morgan Stanley,104060,-8774,432004990.08,215.55,868.84,949.69
Global Short Term Credit Fund,2019-06-08,Bank of America Corp.,889637,6257,162035201.09,565.15,899.13,980.89
Impact Credit Strategies Fund,2021-12-17,Vestas Wind Systems A/S,902681,7946,387333812.27,224.98,770.91,256.32
Subordinated Financials Fund,2021-07-19,Citigroup Inc.,561792,3880,377091874.66,669.44,951.61,543.24
Subordinated Financials Fund,2019-11-26,"Goldman Sachs Group, Inc.",26480,9211,377955855.55,379.16,894.31,46.66
Equity Diversified Selection Fund,2018-12-17,"Facebook, Inc.",518153,7258,138058581.51,278.4,568.24,295.21
International Fixed Duration Fund,2020-10-11,Allianz SE,70449,-6428,71652363.05,664.2,490.68,339.5
Global Cross Asset Fund,2021-07-25,"Berkshire Hathaway, Inc.",987214,2789,211257963.93,249.59,149.77,313.73
Target Maturity 2029 Bond Fund,2020-04-23,"Apple, Inc.",372108,-7547,146421976.6,377.39,869.42,207.4
Fixed Maturity 2025 Bond Fund,2017-10-30,Chevron Corp.,923015,8729,428946267.59,929.34,919.91,589.35
International Fixed Duration Fund,2020-03-06,Ping An Insurance (Group) Co. of China Ltd.,942194,8990,298409999.7,877.84,452.85,201.06
Impact Credit Strategies Fund,2018-05-18,Vestas Wind Systems A/S,538897,7227,198468259.81,789.53,246.6,294.11
Sustainable Retail Fund,2017-09-23,"The Hain Celestial Group, Inc.",106445,-9658,132239002.62,719.67,695.1,791.22
Fixed Maturity 2027 Bond Fund,2022-11-30,Volkswagen AG,836728,6422,355339788.94,49.14,386.46,834.38
Sustainable Retail Fund,2020-08-21,"Tesla, Inc.",348631,4333,244203351.4,437.38,240.66,247.1
Global Short Term Credit Fund,2020-05-29,HSBC Holdings Plc,667563,-575,191807988.2,424.67,767.44,854.89
Impact Credit Strategies Fund,2022-10-29,"SolarEdge Technologies, Inc.",348176,-2925,412069777.06,258.27,475.27,870.98
Subordinated Financials Fund,2021-03-21,"Goldman Sachs Group, Inc.",783380,-1935,379160800.62,326.31,934.66,267.98
International Fixed Duration Fund,2022-01-31,Ping An Insurance (Group) Co. of China Ltd.,75443,7120,373317342.62,74.07,610.66,534.61
Subordinated Financials Fund,2017-07-29,"Goldman Sachs Group, Inc.",336394,-5182,374452756.27,754.26,154.14,468.6
Impact Credit Strategies Fund,2018-02-24,"SolarEdge Technologies, Inc.",256843,5867,490162981.8,569.47,630.14,852.14
International Fixed Duration Fund,2019-11-01,Allianz SE,243346,3766,411314280.29,227.71,701.68,668.86
Global Cross Asset Fund,2021-02-12,"Berkshire Hathaway, Inc.",299160,-212,381186094.33,781.46,771.86,433.44
Sustainable Retail Fund,2022-03-03,"Tesla, Inc.",37839,-1292,302036618.61,953.09,919.26,771.54
Equity Diversified Selection Fund,2020-01-09,"Netflix, Inc.",144575,6465,370093937.77,815.71,207.51,871.37
Community Savings Bond Fund,2019-03-28,Procter & Gamble Co.,949009,-9549,90554300.86,197.95,888.81,758.34
Target Maturity 2029 Bond Fund,2019-11-10,"Apple, Inc.",198248,-6602,497578387.78,149.41,67.34,96.64
Sustainable Retail Fund,2021-10-21,"Beyond Meat, Inc.",585339,548,44162928.51,679.8,550.65,552.37
Equity Diversified Selection Fund,2022-09-28,"Facebook, Inc.",217414,-6354,351699866.22,59.72,628.94,539.89
Subordinated Financials Fund,2022-03-06,Citigroup Inc.,141690,4371,15376958.13,947.86,830.24,186.96
Subordinated Financials Fund,2022-01-09,Citigroup Inc.,774391,7366,42320514.99,951.95,535.36,329.21
Global Short Term Credit Fund,2017-09-27,HSBC Holdings Plc,761083,-479,449679241.84,735.81,223.16,219.8
Target Maturity 2029 Bond Fund,2022-11-17,"Apple, Inc.",842539,-7456,104268727.71,529.88,219.84,582.2
Community Savings Bond Fund,2022-06-03,Procter & Gamble Co.,989436,-5728,444356309.88,520.6,275.92,929.44
Community Savings Bond Fund,2021-11-20,Nestlé SA,527472,2849,481259980.52,164.07,735.2,872.72
Community Savings Bond Fund,2022-09-16,"Walmart, Inc.",393071,4924,32522649.22,646.28,692.38,446.8
Global Short Term Credit Fund,2017-01-05,HSBC Holdings Plc,51970,-6120,55034078.2,669.49,291.28,969.79
International Fixed Duration Fund,2020-10-23,Ping An Insurance (Group) Co. of China Ltd.,836889,-8363,198168436.94,991.72,420.0,866.09
Sustainable Retail Fund,2018-05-28,"The Hain Celestial Group, Inc.",803568,-2947,433239357.0,991.41,305.31,981.46
Impact Credit Strategies Fund,2021-05-20,Vestas Wind Systems A/S,354587,-6003,54751061.18,843.44,770.28,204.26
Equity Diversified Selection Fund,2018-02-02,Google LLC,776205,6806,111357439.86,380.67,823.98,658.59
Fixed Maturity 2025 Bond Fund,2018-04-30,BP Plc,740824,-2569,187874984.87,146.2,572.09,476.97
Target Maturity 2029 Bond Fund,2019-06-20,"Amazon.com, Inc.",272680,9912,371615550.85,368.17,820.15,877.07
Fixed Maturity 2025 Bond Fund,2018-04-23,Exxon Mobil Corp.,194455,1664,451266431.92,65.5,198.64,23.53
Impact Credit Strategies Fund,2020-06-03,"SolarEdge Technologies, Inc.",952481,6304,488995771.1,392.02,220.84,632.85
Equity Diversified Selection Fund,2020-05-02,"Facebook, Inc.",168067,256,485535723.81,798.27,682.41,10.88
Subordinated Financials Fund,2017-01-22,"Goldman Sachs Group, Inc.",229350,-2636,67801407.19,258.8,507.21,668.59
Impact Credit Strategies Fund,2020-06-25,Vestas Wind Systems A/S,329436,-9243,210579909.98,896.68,514.98,454.37
Subordinated Financials Fund,2018-05-28,"Goldman Sachs Group, Inc.",526760,-3338,309720605.31,506.69,150.52,14.89
Target Maturity 2029 Bond Fund,2018-10-21,"Apple, Inc.",188154,-4554,190101297.42,950.47,354.37,315.49
Fixed Maturity 2025 Bond Fund,2020-10-08,Chevron Corp.,333716,-4443,176079116.99,118.84,997.0,586.23
Fixed Maturity 2027 Bond Fund,2020-12-08,Toyota Motor Corp.,598755,112,268494659.58,454.19,921.17,234.18
Global Cross Asset Fund,2018-11-24,Johnson & Johnson,928712,7599,153682360.51,640.9,241.53,596.77
International Fixed Duration Fund,2018-06-21,Allianz SE,471395,600,100015502.99,417.87,574.77,586.21
Fixed Maturity 2027 Bond Fund,2020-10-31,Volkswagen AG,707508,4861,458408154.72,653.93,165.18,165.79
International Fixed Duration Fund,2021-07-28,Allianz SE,682746,-3344,399217413.87,452.19,904.75,349.94
Global Short Term Credit Fund,2017-07-20,Bank of America Corp.,757353,2040,194191781.88,683.28,746.42,564.43
Fixed Maturity 2025 Bond Fund,2021-09-09,BP Plc,42635,-6358,364658286.21,468.29,163.61,898.13
Sustainable Retail Fund,2018-11-23,"Beyond Meat, Inc.",498157,8040,98220955.48,237.45,629.2,75.91
Global Short Term Credit Fund,2020-02-07,Bank of America Corp.,163234,-5387,326901676.67,267.38,403.8,360.2
Equity Diversified Selection Fund,2021-03-28,Google LLC,175999,3964,297493177.65,47.75,766.33,383.12
Subordinated Financials Fund,2022-01-13,Morgan Stanley,125761,-3173,419784645.24,566.12,662.57,355.03
Fixed Maturity 2027 Bond Fund,2018-10-16,Toyota Motor Corp.,2720,9674,392805198.48,72.35,619.72,189.35
Community Savings Bond Fund,2021-03-05,Procter & Gamble Co.,133681,-748,361689873.84,523.31,495.31,572.2
Community Savings Bond Fund,2018-01-24,"Walmart, Inc.",859255,1208,267307334.3,360.61,907.25,42.88
Global Cross Asset Fund,2021-03-05,Johnson & Johnson,965079,-8985,217568418.12,660.23,666.53,530.98
Fixed Maturity 2027 Bond Fund,2022-10-05,Volkswagen AG,876493,-7403,431466557.53,904.48,277.13,158.74
Target Maturity 2029 Bond Fund,2022-08-19,"Apple, Inc.",190395,9483,422887906.85,525.96,538.55,358.41
Subordinated Financials Fund,2017-05-05,Citigroup Inc.,551566,4406,258222580.59,206.47,562.48,790.44
Target Maturity 2029 Bond Fund,2022-03-13,"Apple, Inc.",669416,-299,262963080.8,355.22,291.57,852.09
Equity Diversified Selection Fund,2018-12-29,"Facebook, Inc.",903863,9958,68431511.47,924.74,199.21,192.21
Target Maturity 2029 Bond Fund,2021-06-17,"Apple, Inc.",879874,-6593,235908732.21,470.69,313.19,770.55
Sustainable Retail Fund,2017-05-13,"Beyond Meat, Inc.",915573,2059,249061062.92,345.67,81.58,415.45
Fixed Maturity 2025 Bond Fund,2018-01-08,Exxon Mobil Corp.,500085,7599,417352529.93,972.96,570.47,149.16
Global Cross Asset Fund,2019-11-27,Johnson & Johnson,124770,-925,112802839.99,134.63,418.1,559.25
Fixed Maturity 2025 Bond Fund,2017-09-16,Chevron Corp.,726750,-176,387114901.75,127.84,333.08,106.24
Sustainable Retail Fund,2018-05-03,"Beyond Meat, Inc.",104476,9986,8644396.69,335.8,712.93,364.59
Global Short Term Credit Fund,2021-07-26,Bank of America Corp.,952864,-7832,164936145.42,449.32,749.92,709.11
Impact Credit Strategies Fund,2020-12-27,"First Solar, Inc.",971692,-9181,283258691.95,226.63,413.99,708.58
Equity Diversified Selection Fund,2021-11-20,"Facebook, Inc.",638622,2088,104316741.3,914.83,242.61,850.98
Equity Diversified Selection Fund,2022-07-31,"Netflix, Inc.",378070,3802,491867119.81,682.21,25.33,178.8
Equity Diversified Selection Fund,2020-12-16,Google LLC,46785,2454,64032500.48,970.6,416.42,161.26
Fixed Maturity 2025 Bond Fund,2020-04-20,Chevron Corp.,463700,-438,208227702.31,186.37,99.05,783.98
Community Savings Bond Fund,2018-10-14,Procter & Gamble Co.,936403,1031,80819961.62,843.99,553.4,835.72
International Fixed Duration Fund,2022-08-23,Allianz SE,727835,3861,435157503.32,600.0,724.08,468.95
Global Cross Asset Fund,2020-09-04,"Berkshire Hathaway, Inc.",798468,-2791,67459344.6,79.84,772.9,229.23
Sustainable Retail Fund,2017-03-15,"The Hain Celestial Group, Inc.",846256,56,166004273.19,446.13,113.18,520.98
Global Cross Asset Fund,2022-08-27,"Berkshire Hathaway, Inc.",103760,-7864,408547935.34,634.58,210.36,356.89
International Fixed Duration Fund,2020-07-31,Allianz SE,113497,-8177,152871965.75,497.05,339.73,638.86
Equity Diversified Selection Fund,2022-01-01,"Facebook, Inc.",975371,-9431,428831815.26,556.51,245.6,956.43
International Fixed Duration Fund,2019-07-03,Allianz SE,235042,-8530,379791454.17,343.78,86.61,852.25
Target Maturity 2029 Bond Fund,2022-08-10,"Apple, Inc.",631892,6103,104478079.31,126.93,828.77,875.99
Target Maturity 2029 Bond Fund,2019-09-17,Microsoft Corp.,194314,4679,454470162.47,904.22,218.01,804.07
Equity Diversified Selection Fund,2018-08-30,"Netflix, Inc.",817207,6031,142691128.23,174.48,477.6,100.39
International Fixed Duration Fund,2017-04-24,Ping An Insurance (Group) Co. of China Ltd.,284712,-1537,291489538.56,297.05,695.2,789.83
Global Short Term Credit Fund,2020-08-06,Bank of America Corp.,804828,6685,389374536.72,555.54,307.88,986.24
Global Short Term Credit Fund,2022-06-04,JPMorgan Chase & Co.,845247,-5221,392811653.82,74.83,200.31,911.33
International Fixed Duration Fund,2021-01-17,Ping An Insurance (Group) Co. of China Ltd.,217186,691,152805968.7,72.08,758.57,366.09
Target Maturity 2029 Bond Fund,2018-02-05,Microsoft Corp.,139760,-2768,334761366.19,621.22,127.6,932.27
International Fixed Duration Fund,2020-08-22,AXA SA,586935,-5084,237068964.32,281.45,287.26,903.39
Subordinated Financials Fund,2018-12-19,Morgan Stanley,614595,-9825,18932539.55,372.59,108.19,690.56
Global Cross Asset Fund,2021-09-03,"Berkshire Hathaway, Inc.",955871,5025,224070764.82,38.48,651.29,787.02
Subordinated Financials Fund,2022-02-24,Citigroup Inc.,573299,816,4944100.91,374.66,958.14,751.26
Sustainable Retail Fund,2019-04-17,"The Hain Celestial Group, Inc.",231025,5818,464523913.03,20.53,499.42,169.8
Global Short Term Credit Fund,2020-01-07,JPMorgan Chase & Co.,26876,372,67711850.81,407.27,448.17,972.01
Equity Diversified Selection Fund,2019-08-29,"Facebook, Inc.",818293,3882,308763028.56,476.8,627.14,723.07
Fixed Maturity 2025 Bond Fund,2019-06-30,Exxon Mobil Corp.,357558,-3627,253772612.92,35.85,426.36,180.61
International Fixed Duration Fund,2020-02-03,AXA SA,927872,7367,48369723.22,458.19,208.16,474.72
International Fixed Duration Fund,2018-10-18,Ping An Insurance (Group) Co. of China Ltd.,637297,-5855,287119872.2,859.62,742.78,223.57
Subordinated Financials Fund,2021-03-27,Citigroup Inc.,636136,-3185,304810047.85,824.79,601.27,497.54
Subordinated Financials Fund,2018-08-10,Citigroup Inc.,317903,4099,23489699.79,583.82,455.66,61.4
Global Cross Asset Fund,2018-02-19,"Berkshire Hathaway, Inc.",560496,7455,311327341.66,683.57,394.59,487.84
International Fixed Duration Fund,2019-11-12,Allianz SE,612241,4026,225242124.32,775.93,222.63,36.97
Impact Credit Strategies Fund,2018-07-16,"SolarEdge Technologies, Inc.",101088,-1600,127689300.56,971.81,60.61,193.72
Subordinated Financials Fund,2017-07-02,Citigroup Inc.,473187,2497,292361172.96,159.6,900.97,254.18
Community Savings Bond Fund,2017-02-24,Nestlé SA,119489,-8073,37699280.16,348.76,134.32,433.51
Global Short Term Credit Fund,2018-11-25,JPMorgan Chase & Co.,339505,-7093,244293133.67,711.97,126.25,391.63
Global Short Term Credit Fund,2017-05-30,JPMorgan Chase & Co.,229988,-908,202717411.52,325.1,830.96,59.08
Subordinated Financials Fund,2017-09-15,"Goldman Sachs Group, Inc.",593068,-7117,355167773.15,662.79,413.71,20.74
Fixed Maturity 2027 Bond Fund,2020-10-19,Toyota Motor Corp.,649175,-1817,449880264.46,387.64,34.48,618.97
Fixed Maturity 2027 Bond Fund,2019-02-22,Ford Motor Co.,78964,-7017,26614130.85,405.69,570.26,347.24
Fixed Maturity 2027 Bond Fund,2021-01-21,Toyota Motor Corp.,616378,-5367,451431257.9,682.65,810.09,989.38
Community Savings Bond Fund,2022-10-18,"Walmart, Inc.",262616,3283,131582372.78,281.79,178.92,284.27
International Fixed Duration Fund,2020-04-11,Ping An Insurance (Group) Co. of China Ltd.,445328,-1511,30819913.73,250.58,439.68,494.47
Target Maturity 2029 Bond Fund,2017-01-30,"Apple, Inc.",69508,-9249,235020758.95,549.83,578.0,47.72
Target Maturity 2029 Bond Fund,2017-04-19,"Apple, Inc.",254828,3776,472089859.79,663.58,267.22,738.65
Global Short Term Credit Fund,2019-04-28,HSBC Holdings Plc,577259,2353,153407643.08,296.65,216.62,385.31
Global Short Term Credit Fund,2018-06-07,JPMorgan Chase & Co.,857686,-310,361957450.49,915.84,435.75,197.77
Global Short Term Credit Fund,2019-12-25,HSBC Holdings Plc,491939,8270,153390383.54,141.89,19.7,377.42
Global Short Term Credit Fund,2022-09-25,JPMorgan Chase & Co.,749976,-5217,92241725.97,513.24,308.69,870.51
Sustainable Retail Fund,2018-09-13,"Tesla, Inc.",251991,7621,173085148.63,992.36,84.29,749.96
Subordinated Financials Fund,2020-11-26,Morgan Stanley,487080,955,108206541.94,475.28,822.3,151.71
Global Short Term Credit Fund,2021-07-14,Bank of America Corp.,838303,5921,302172848.15,700.93,52.73,658.27
International Fixed Duration Fund,2019-08-19,Allianz SE,972924,-7026,337387253.26,75.81,231.91,81.77
Subordinated Financials Fund,2018-05-26,"Goldman Sachs Group, Inc.",507050,-7886,427556818.08,684.82,137.58,987.73
Fixed Maturity 2025 Bond Fund,2017-02-08,BP Plc,152593,-3667,206372344.57,377.6,895.41,38.84
Fixed Maturity 2025 Bond Fund,2021-09-23,Exxon Mobil Corp.,787706,4764,85005292.73,545.69,78.75,855.91
Community Savings Bond Fund,2019-05-05,"Walmart, Inc.",846083,7569,184836229.09,605.83,778.74,951.65
Target Maturity 2029 Bond Fund,2018-01-25,"Amazon.com, Inc.",902739,-2680,60475651.55,158.96,175.1,429.25
Fixed Maturity 2027 Bond Fund,2017-09-09,Ford Motor Co.,899836,3956,242273104.11,896.33,333.08,155.79
International Fixed Duration Fund,2017-09-24,Allianz SE,424824,2430,72470468.49,923.41,638.45,725.82
Impact Credit Strategies Fund,2022-05-29,"First Solar, Inc.",748102,-9872,50083051.83,671.76,688.57,634.59
Sustainable Retail Fund,2017-06-02,"Tesla, Inc.",602636,5880,378010113.98,541.73,999.14,344.41
Global Short Term Credit Fund,2019-11-07,JPMorgan Chase & Co.,732105,-7255,144945499.9,738.73,618.92,535.99
Community Savings Bond Fund,2017-07-29,"Walmart, Inc.",841299,-8152,279557429.51,142.98,253.81,566.93
Global Short Term Credit Fund,2021-09-28,Bank of America Corp.,991380,4384,378273235.77,828.49,864.45,466.89
Global Cross Asset Fund,2019-06-21,Johnson & Johnson,773948,-9124,327923878.95,473.05,445.29,859.73
Equity Diversified Selection Fund,2021-03-27,"Facebook, Inc.",556461,-9993,304751705.22,346.49,921.37,910.35
Global Cross Asset Fund,2019-07-18,Johnson & Johnson,136520,7941,247546838.71,570.29,390.7,607.4
Fixed Maturity 2025 Bond Fund,2021-02-13,BP Plc,578327,-6618,112187980.56,687.18,963.62,967.72
International Fixed Duration Fund,2021-04-22,AXA SA,844074,9233,447581990.2,581.07,72.49,366.75
Global Cross Asset Fund,2021-03-24,Johnson & Johnson,338265,8030,344547305.76,628.99,275.3,564.06
Fixed Maturity 2025 Bond Fund,2017-09-23,BP Plc,59091,-4477,315534195.43,190.02,401.11,774.24
Fixed Maturity 2025 Bond Fund,2021-07-17,BP Plc,216291,751,111935896.69,493.28,409.03,934.14
Global Short Term Credit Fund,2018-04-19,Bank of America Corp.,595736,3081,231491186.26,875.44,97.4,292.48
Impact Credit Strategies Fund,2021-03-01,"SolarEdge Technologies, Inc.",593890,-6128,402955056.12,231.42,130.31,154.65
Fixed Maturity 2027 Bond Fund,2021-05-31,Ford Motor Co.,491344,4535,371295337.4,80.5,63.24,306.74
Fixed Maturity 2027 Bond Fund,2022-06-05,Toyota Motor Corp.,412076,-289,246860460.4,863.86,31.14,23.94
Impact Credit Strategies Fund,2022-06-26,Vestas Wind Systems A/S,930378,4999,229888358.86,900.81,522.45,188.41
International Fixed Duration Fund,2018-09-11,Ping An Insurance (Group) Co. of China Ltd.,466360,-163,238196390.07,935.69,237.92,40.06
Sustainable Retail Fund,2017-12-23,"Tesla, Inc.",278743,-5615,313717409.26,802.33,103.93,212.75
Fixed Maturity 2027 Bond Fund,2021-01-05,Toyota Motor Corp.,375891,5461,282608193.84,346.91,411.16,170.63
International Fixed Duration Fund,2017-05-01,Ping An Insurance (Group) Co. of China Ltd.,417465,1324,306035917.83,802.9,714.46,175.41
