CUSTOMER_ID,ORDER_ID,ORDER_TS,ORDER_CURRENCY,ORDER_AMOUNT,ORDER_TAX,ORDER_TOTAL
883,86053751,2020-05-29,USD,9.63,2.4075,12.0375
218,86053752,2020-05-29,USD,3.55,0.8875,4.4375
491,86053753,2020-05-29,USD,9.05,2.2625,11.3125
645,86053754,2020-05-29,USD,57.34,14.335,71.675
227,86053756,2020-05-29,USD,20.29,5.0725,25.3625
615,86053757,2020-05-29,USD,10.02,2.505,12.525
791,86053758,2020-05-29,USD,106.24,26.56,132.8
341,86053759,2020-05-29,USD,35.84,8.96,44.8
984,86053760,2020-05-29,USD,16.16,4.04,20.2
58,86053761,2020-05-29,USD,30.38,7.595,37.975
831,86053762,2020-05-29,USD,10.23,2.5575,12.7875
120,86053763,2020-05-29,USD,10.86,2.715,13.575
941,86053764,2020-05-29,USD,12.46,3.115,15.575
960,86053765,2020-05-29,USD,42.04,10.51,52.55
644,86053767,2020-05-29,USD,39.14,9.785,48.925
876,86053768,2020-05-29,USD,9.03,2.2575,11.2875
936,86053769,2020-05-29,USD,4.73,1.1825,5.9125
248,86053770,2020-05-29,USD,11.55,2.8875,14.4375
981,86053771,2020-05-29,USD,3.94,0.985,4.925
900,86053772,2020-05-29,USD,19.47,4.8675,24.3375
231,86053773,2020-05-29,USD,3.47,0.8675,4.3375
331,86053774,2020-05-29,USD,7.55,1.8875,9.4375
98,86053775,2020-05-29,USD,3.16,0.79,3.95
764,86053776,2020-05-29,USD,35.5,8.875,44.375
430,86053777,2020-05-29,USD,19.49,4.8725,24.3625
437,86053778,2020-05-29,USD,19.9,4.975,24.875
918,86053779,2020-05-29,USD,6.16,1.54,7.7
838,86053781,2020-05-29,USD,30.74,7.685,38.425
458,86053782,2020-05-29,USD,44.16,11.04,55.2
313,86053783,2020-05-29,USD,20.56,5.14,25.7
910,86053784,2020-05-29,USD,12.46,3.115,15.575
176,86053785,2020-05-29,USD,9.63,2.4075,12.0375
852,86053786,2020-05-29,USD,19.72,4.93,24.65
104,86053787,2020-05-29,USD,10.25,2.5625,12.8125
12,86053788,2020-05-29,USD,11.12,2.78,13.9
843,86053789,2020-05-29,USD,15.25,3.8125,19.0625
871,86053790,2020-05-29,USD,11.12,2.78,13.9
59,86053791,2020-05-29,USD,18.72,4.68,23.4
68,86053792,2020-05-29,USD,6.8,1.7,8.5
501,86053793,2020-05-29,USD,13.57,3.3925,16.9625
476,86053794,2020-05-29,USD,24.52,6.13,30.65
263,86053795,2020-05-29,USD,14.78,3.695,18.475
469,86053796,2020-05-29,USD,5.11,1.2775,6.3875
297,86053797,2020-05-29,USD,29.13,7.2825,36.4125
618,86053798,2020-05-29,USD,1.97,0.4925,2.4625
914,86053799,2020-05-29,USD,8.67,2.1675,10.8375
29,86053800,2020-05-29,USD,30.72,7.68,38.4
614,86053801,2020-05-29,USD,24.51,6.1275,30.6375
632,86053802,2020-05-29,USD,29.85,7.4625,37.3125
183,86053803,2020-05-29,USD,20.43,5.1075,25.5375
676,86053804,2020-05-29,USD,18.86,4.715,23.575
602,86053805,2020-05-29,USD,2.36,0.59,2.95
398,86053806,2020-05-29,USD,8.87,2.2175,11.0875
458,86053807,2020-05-29,USD,23.96,5.99,29.95
806,86053808,2020-05-29,USD,33.35,8.3375,41.6875
603,86053809,2020-05-29,USD,15.1,3.775,18.875
46,86053810,2020-05-29,USD,18.72,4.68,23.4
305,86053812,2020-05-29,USD,17.99,4.4975,22.4875
798,86053813,2020-05-29,USD,4.73,1.1825,5.9125
375,86053814,2020-05-29,USD,4.73,1.1825,5.9125
149,86053815,2020-05-29,USD,3.47,0.8675,4.3375
607,86053816,2020-05-29,USD,13.97,3.4925,17.4625
613,86053817,2020-05-29,USD,5.41,1.3525,6.7625
486,86053819,2020-05-29,USD,15.96,3.99,19.95
326,86053820,2020-05-29,USD,3.63,0.9075,4.5375
545,86053821,2020-05-29,USD,7.88,1.97,9.85
61,86053822,2020-05-29,USD,13.57,3.3925,16.9625
507,86053823,2020-05-29,USD,25.57,6.3925,31.9625
618,86053824,2020-05-29,USD,3.55,0.8875,4.4375
491,86053825,2020-05-29,USD,11.91,2.9775,14.8875
466,86053826,2020-05-29,USD,32.74,8.185,40.925
1,86053827,2020-05-29,USD,5.16,1.29,6.45
286,86053828,2020-05-29,USD,11.43,2.8575,14.2875
298,86053829,2020-05-29,USD,10.32,2.58,12.9
473,86053830,2020-05-29,USD,11.82,2.955,14.775
712,86053831,2020-05-29,USD,4.73,1.1825,5.9125
195,86053832,2020-05-29,USD,10.42,2.605,13.025
55,86053833,2020-05-29,USD,15.56,3.89,19.45
540,86053834,2020-05-29,USD,18.1,4.525,22.625
33,86053835,2020-05-29,USD,15.37,3.8425,19.2125
258,86053836,2020-05-29,USD,9.63,2.4075,12.0375
277,86053837,2020-05-29,USD,3.55,0.8875,4.4375
18,86053838,2020-05-29,USD,11.1,2.775,13.875
644,86053839,2020-05-29,USD,11.21,2.8025,14.0125
546,86053840,2020-05-29,USD,26.53,6.6325,33.1625
309,86053841,2020-05-29,USD,23.56,5.89,29.45
407,86053842,2020-05-29,USD,21.95,5.4875,27.4375
160,86053843,2020-05-29,USD,4.33,1.0825,5.4125
550,86053844,2020-05-29,USD,10.63,2.6575,13.2875
439,86053845,2020-05-29,USD,16.73,4.1825,20.9125
147,86053846,2020-05-29,USD,31.28,7.82,39.1
155,86053847,2020-05-29,USD,10.52,2.63,13.15
611,86053848,2020-05-29,USD,3.94,0.985,4.925
931,86053849,2020-05-29,USD,29.8,7.45,37.25
532,86053850,2020-05-29,USD,21.19,5.2975,26.4875
795,86053851,2020-05-29,USD,4.93,1.2325,6.1625
911,86053861,2020-05-29,USD,8.16,2.04,10.2
324,86053862,2020-05-29,USD,24.51,6.1275,30.6375
992,86053863,2020-05-29,USD,6.8,1.7,8.5
411,86053864,2020-05-29,USD,8.28,2.07,10.35
709,86053865,2020-05-29,USD,29.8,7.45,37.25
246,86053866,2020-05-29,USD,4.72,1.18,5.9
803,86053867,2020-05-29,USD,23.56,5.89,29.45
867,86053868,2020-05-29,USD,22.05,5.5125,27.5625
749,86053869,2020-05-29,USD,3.94,0.985,4.925
806,86053870,2020-05-29,USD,11.1,2.775,13.875
431,86053871,2020-05-29,USD,30.67,7.6675,38.3375
214,86053872,2020-05-29,USD,7.09,1.7725,8.8625
364,86053873,2020-05-29,USD,8.67,2.1675,10.8375
242,86053874,2020-05-29,USD,7.78,1.945,9.725
228,86053875,2020-05-29,USD,34.02,8.505,42.525
251,86053876,2020-05-29,USD,2.36,0.59,2.95
983,86053877,2020-05-29,USD,18.72,4.68,23.4
496,86053878,2020-05-29,USD,41.68,10.42,52.1
208,86053879,2020-05-29,USD,11.21,2.8025,14.0125
986,86053880,2020-05-29,USD,25.74,6.435,32.175
990,86053881,2020-05-29,USD,30.59,7.6475,38.2375
714,86053882,2020-05-29,USD,6.38,1.595,7.975
610,86053883,2020-05-29,USD,6.8,1.7,8.5
162,86053884,2020-05-29,USD,21.23,5.3075,26.5375
900,86053885,2020-05-29,USD,9.46,2.365,11.825
566,86053886,2020-05-29,USD,21.41,5.3525,26.7625
209,86053887,2020-05-29,USD,5.41,1.3525,6.7625
844,86053888,2020-05-29,USD,21.9,5.475,27.375
881,86053889,2020-05-29,USD,3.55,0.8875,4.4375
920,86053890,2020-05-29,USD,14.64,3.66,18.3
715,86053891,2020-05-29,USD,40.03,10.0075,50.0375
788,86053892,2020-05-29,USD,17.11,4.2775,21.3875
728,86053893,2020-05-29,USD,8.68,2.17,10.85
622,86053894,2020-05-29,USD,21.54,5.385,26.925
950,86053895,2020-05-29,USD,9.74,2.435,12.175
704,86053896,2020-05-29,USD,7.98,1.995,9.975
495,86053897,2020-05-29,USD,14.48,3.62,18.1
145,86053898,2020-05-29,USD,19.69,4.9225,24.6125
970,86053899,2020-05-29,USD,21.56,5.39,26.95
645,86053900,2020-05-29,USD,4.34,1.085,5.425
549,86053901,2020-05-29,USD,27.84,6.96,34.8
717,86053903,2020-05-29,USD,30.45,7.6125,38.0625
154,86053904,2020-05-29,USD,20.43,5.1075,25.5375
214,86053907,2020-05-29,USD,44.53,11.1325,55.6625
685,86053909,2020-05-29,USD,18.92,4.73,23.65
230,86053910,2020-05-29,USD,4.26,1.065,5.325
957,86053911,2020-05-29,USD,35.49,8.8725,44.3625
348,86053912,2020-05-29,USD,9.46,2.365,11.825
966,86053913,2020-05-29,USD,12.51,3.1275,15.6375
826,86053914,2020-05-29,USD,6.98,1.745,8.725
280,86053915,2020-05-29,USD,15.74,3.935,19.675
612,86053916,2020-05-29,USD,10.64,2.66,13.3
425,86053917,2020-05-29,USD,8.81,2.2025,11.0125
522,86053918,2020-05-29,USD,17.62,4.405,22.025
317,86053919,2020-05-29,USD,9.46,2.365,11.825
528,86053920,2020-05-29,USD,29.53,7.3825,36.9125
810,86053921,2020-05-29,USD,8.28,2.07,10.35
258,86053922,2020-05-29,USD,4.73,1.1825,5.9125
687,86053923,2020-05-29,USD,21.44,5.36,26.8
711,86053924,2020-05-29,USD,51.03,12.7575,63.7875
53,86053925,2020-05-29,USD,21.41,5.3525,26.7625
3,86053926,2020-05-29,USD,4.73,1.1825,5.9125
893,86053927,2020-05-29,USD,8.63,2.1575,10.7875
142,86053928,2020-05-29,USD,41.12,10.28,51.4
268,86053929,2020-05-29,USD,20.1,5.025,25.125
558,86053932,2020-05-29,USD,54.76,13.69,68.45
330,86053933,2020-05-29,USD,3.15,0.7875,3.9375
757,86053934,2020-05-29,USD,15.03,3.7575,18.7875
134,86053935,2020-05-29,USD,3.2,0.8,4
563,86053936,2020-05-29,USD,61.19,15.2975,76.4875
59,86053937,2020-05-29,USD,5.41,1.3525,6.7625
557,86053938,2020-05-29,USD,15.25,3.8125,19.0625
593,86053939,2020-05-29,USD,11.1,2.775,13.875
436,86053940,2020-05-29,USD,23.08,5.77,28.85
302,86053941,2020-05-29,USD,3.94,0.985,4.925
391,86053942,2020-05-29,USD,20.97,5.2425,26.2125
912,86053943,2020-05-29,USD,5.11,1.2775,6.3875
122,86053944,2020-05-29,USD,17.01,4.2525,21.2625
677,86053945,2020-05-29,USD,3.94,0.985,4.925
648,86053946,2020-05-29,USD,6.24,1.56,7.8
21,86053947,2020-05-29,USD,42.68,10.67,53.35
959,86053948,2020-05-29,USD,23.73,5.9325,29.6625
516,86053949,2020-05-29,USD,8.84,2.21,11.05
231,86053950,2020-05-29,USD,8.12,2.03,10.15
263,86053952,2020-05-29,USD,44.54,11.135,55.675
609,86053953,2020-05-29,USD,3.15,0.7875,3.9375
664,86053955,2020-05-29,USD,115.73,28.9325,144.6625
222,86053956,2020-05-29,USD,23.25,5.8125,29.0625
350,86053957,2020-05-29,USD,26.13,6.5325,32.6625
905,86053959,2020-05-29,USD,6.24,1.56,7.8
646,86053960,2020-05-29,USD,24.95,6.2375,31.1875
508,86053961,2020-05-29,USD,21.93,5.4825,27.4125
7,86053962,2020-05-29,USD,2.36,0.59,2.95
533,86053963,2020-05-29,USD,30.38,7.595,37.975
95,86053964,2020-05-29,USD,9.05,2.2625,11.3125
679,86053965,2020-05-29,USD,3.16,0.79,3.95
287,86053966,2020-05-29,USD,13.57,3.3925,16.9625
752,86053967,2020-05-29,USD,15.37,3.8425,19.2125
391,86053968,2020-05-29,USD,15.53,3.8825,19.4125
293,86053969,2020-05-29,USD,18.3,4.575,22.875
916,86053970,2020-05-29,USD,8.27,2.0675,10.3375
737,86053971,2020-05-29,USD,7.66,1.915,9.575
150,86053972,2020-05-29,USD,18.9,4.725,23.625
670,86053973,2020-05-29,USD,58.66,14.665,73.325
393,86053974,2020-05-29,USD,5.01,1.2525,6.2625
843,86053975,2020-05-29,USD,86.54,21.635,108.175
347,86053976,2020-05-29,USD,48.33,12.0825,60.4125
307,86053977,2020-05-29,USD,6.43,1.6075,8.0375
963,86053978,2020-05-29,USD,37.44,9.36,46.8
695,86053979,2020-05-29,USD,22.32,5.58,27.9
699,86053980,2020-05-29,USD,26.53,6.6325,33.1625
769,86053981,2020-05-29,USD,2.36,0.59,2.95
87,86053982,2020-05-29,USD,7.42,1.855,9.275
644,86053983,2020-05-29,USD,17.62,4.405,22.025
90,86053984,2020-05-29,USD,4.62,1.155,5.775
114,86053985,2020-05-29,USD,14.19,3.5475,17.7375
660,86053986,2020-05-29,USD,22.59,5.6475,28.2375
579,86053988,2020-05-29,USD,20.43,5.1075,25.5375
847,86053989,2020-05-29,USD,39.43,9.8575,49.2875
676,86053990,2020-05-29,USD,1.97,0.4925,2.4625
646,86053991,2020-05-29,USD,4.72,1.18,5.9
338,86053992,2020-05-29,USD,28.5,7.125,35.625
564,86053993,2020-05-29,USD,39.43,9.8575,49.2875
143,86053994,2020-05-29,USD,4.93,1.2325,6.1625
245,86053995,2020-05-29,USD,21.15,5.2875,26.4375
556,86053996,2020-05-29,USD,3.16,0.79,3.95
352,86053997,2020-05-29,USD,39.94,9.985,49.925
106,86053998,2020-05-29,USD,49.77,12.4425,62.2125
948,86053999,2020-05-29,USD,14.35,3.5875,17.9375
681,86054000,2020-05-29,USD,57.91,14.4775,72.3875
186,86054001,2020-05-29,USD,7.95,1.9875,9.9375
882,86054002,2020-05-29,USD,54.68,13.67,68.35
713,86054003,2020-05-29,USD,20.56,5.14,25.7
5,86054004,2020-05-29,USD,22.02,5.505,27.525
829,86054005,2020-05-29,USD,24.04,6.01,30.05
202,86054006,2020-05-29,USD,29.49,7.3725,36.8625
821,86054007,2020-05-29,USD,29.49,7.3725,36.8625
442,86054008,2020-05-29,USD,4.73,1.1825,5.9125
341,86054009,2020-05-29,USD,25.44,6.36,31.8
823,86054010,2020-05-29,USD,6.43,1.6075,8.0375
448,86054011,2020-05-29,USD,4.73,1.1825,5.9125
156,86054012,2020-05-29,USD,8.28,2.07,10.35
244,86054013,2020-05-29,USD,7.95,1.9875,9.9375
492,86054014,2020-05-29,USD,24.92,6.23,31.15
235,86054015,2020-05-29,USD,10.53,2.6325,13.1625
687,86054016,2020-05-29,USD,39.7,9.925,49.625
648,86054017,2020-05-29,USD,3.54,0.885,4.425
521,86054018,2020-05-29,USD,7.1,1.775,8.875
285,86054019,2020-05-29,USD,7.98,1.995,9.975
224,86054020,2020-05-29,USD,45.34,11.335,56.675
62,86054021,2020-05-29,USD,23.26,5.815,29.075
560,86054022,2020-05-29,USD,2.36,0.59,2.95
946,86054024,2020-05-29,USD,11.55,2.8875,14.4375
10,86054025,2020-05-29,USD,26.42,6.605,33.025
417,86054026,2020-05-29,USD,12.39,3.0975,15.4875
810,86054027,2020-05-29,USD,14.97,3.7425,18.7125
606,86054028,2020-05-29,USD,5.91,1.4775,7.3875
927,86054029,2020-05-29,USD,4.73,1.1825,5.9125
811,86054030,2020-05-29,USD,11.04,2.76,13.8
536,86054031,2020-05-29,USD,9.44,2.36,11.8
294,86054032,2020-05-29,USD,17.34,4.335,21.675
383,86054033,2020-05-29,USD,15.37,3.8425,19.2125
865,86054034,2020-05-29,USD,22.32,5.58,27.9
589,86054035,2020-05-29,USD,16.33,4.0825,20.4125
912,86054036,2020-05-29,USD,19.19,4.7975,23.9875
933,86054037,2020-05-29,USD,25.44,6.36,31.8
871,86054038,2020-05-29,USD,15.25,3.8125,19.0625
106,86054039,2020-05-29,USD,23.25,5.8125,29.0625
27,86054040,2020-05-29,USD,28.36,7.09,35.45
358,86054041,2020-05-29,USD,3.15,0.7875,3.9375
354,86054042,2020-05-29,USD,64.55,16.1375,80.6875
883,86054043,2020-05-29,USD,3.94,0.985,4.925
68,86054044,2020-05-29,USD,8.45,2.1125,10.5625
32,86054045,2020-05-29,USD,4.73,1.1825,5.9125
782,86054046,2020-05-29,USD,22.33,5.5825,27.9125
810,86054047,2020-05-29,USD,42.82,10.705,53.525
330,86054048,2020-05-29,USD,19.49,4.8725,24.3625
376,86054049,2020-05-29,USD,44.16,11.04,55.2
654,86054050,2020-05-29,USD,7.09,1.7725,8.8625
621,86054052,2020-05-29,USD,6.8,1.7,8.5
636,86054053,2020-05-29,USD,29.31,7.3275,36.6375
742,86054054,2020-05-29,USD,65.68,16.42,82.1
893,86054055,2020-05-29,USD,5.41,1.3525,6.7625
567,86054056,2020-05-29,USD,9.63,2.4075,12.0375
409,86054057,2020-05-29,USD,9.74,2.435,12.175
524,86054058,2020-05-29,USD,7.55,1.8875,9.4375
563,86054059,2020-05-29,USD,10.64,2.66,13.3
336,86054060,2020-05-29,USD,8.87,2.2175,11.0875
821,86054061,2020-05-29,USD,7.55,1.8875,9.4375
440,86054062,2020-05-29,USD,55.94,13.985,69.925
265,86054063,2020-05-29,USD,4.93,1.2325,6.1625
131,86054064,2020-05-29,USD,13.66,3.415,17.075
572,86054065,2020-05-29,USD,2.36,0.59,2.95
883,86054066,2020-05-29,USD,22.78,5.695,28.475
218,86054067,2020-05-29,USD,10.02,2.505,12.525
491,86054068,2020-05-29,USD,10.82,2.705,13.525
645,86054069,2020-05-29,USD,18.26,4.565,22.825
227,86054070,2020-05-29,USD,13.97,3.4925,17.4625
615,86054071,2020-05-29,USD,6.43,1.6075,8.0375
791,86054072,2020-05-29,USD,22.59,5.6475,28.2375
341,86054073,2020-05-29,USD,1.97,0.4925,2.4625
984,86054074,2020-05-29,USD,36.38,9.095,45.475
58,86054075,2020-05-29,USD,18.62,4.655,23.275
831,86054076,2020-05-29,USD,14.35,3.5875,17.9375
120,86054077,2020-05-29,USD,36.91,9.2275,46.1375
941,86054078,2020-05-29,USD,35.47,8.8675,44.3375
960,86054079,2020-05-29,USD,21.74,5.435,27.175
644,86054080,2020-05-29,USD,2.36,0.59,2.95
876,86054081,2020-05-29,USD,7.1,1.775,8.875
936,86054082,2020-05-29,USD,9.06,2.265,11.325
248,86054083,2020-05-29,USD,7.89,1.9725,9.8625
981,86054084,2020-05-29,USD,9.05,2.2625,11.3125
900,86054085,2020-05-29,USD,101.42,25.355,126.775
231,86054086,2020-05-29,USD,32.37,8.0925,40.4625
331,86054087,2020-05-29,USD,6.59,1.6475,8.2375
98,86054088,2020-05-29,USD,21.74,5.435,27.175
764,86054089,2020-05-29,USD,35.07,8.7675,43.8375
430,86054090,2020-05-29,USD,17.51,4.3775,21.8875
437,86054091,2020-05-29,USD,38.24,9.56,47.8
918,86054092,2020-05-29,USD,20.56,5.14,25.7
838,86054095,2020-05-29,USD,14.76,3.69,18.45
458,86054096,2020-05-29,USD,25.61,6.4025,32.0125
313,86054097,2020-05-29,USD,11.42,2.855,14.275
910,86054098,2020-05-29,USD,4.73,1.1825,5.9125
176,86054100,2020-05-29,USD,19.26,4.815,24.075
852,86054101,2020-05-29,USD,26.72,6.68,33.4
104,86054102,2020-05-29,USD,10.81,2.7025,13.5125
12,86054103,2020-05-29,USD,9.68,2.42,12.1
843,86054104,2020-05-29,USD,12.48,3.12,15.6
871,86054105,2020-05-29,USD,31.26,7.815,39.075
59,86054106,2020-05-29,USD,15.57,3.8925,19.4625
68,86054107,2020-05-29,USD,68.07,17.0175,85.0875
501,86054108,2020-05-29,USD,28.91,7.2275,36.1375
476,86054109,2020-05-29,USD,4.73,1.1825,5.9125
263,86054110,2020-05-29,USD,39.04,9.76,48.8
469,86054111,2020-05-29,USD,32.07,8.0175,40.0875
297,86054112,2020-05-29,USD,17.39,4.3475,21.7375
618,86054114,2020-05-29,USD,8.01,2.0025,10.0125
914,86054115,2020-05-29,USD,10.32,2.58,12.9
29,86054116,2020-05-29,USD,14.26,3.565,17.825
614,86054117,2020-05-29,USD,9.63,2.4075,12.0375
632,86054118,2020-05-29,USD,29.81,7.4525,37.2625
183,86054119,2020-05-29,USD,21.41,5.3525,26.7625
676,86054120,2020-05-29,USD,42.29,10.5725,52.8625
602,86054121,2020-05-29,USD,15.34,3.835,19.175
398,86054122,2020-05-29,USD,14.34,3.585,17.925
458,86054123,2020-05-29,USD,23.33,5.8325,29.1625
806,86054124,2020-05-29,USD,31.12,7.78,38.9
603,86054125,2020-05-29,USD,22.38,5.595,27.975
46,86054126,2020-05-29,USD,10.64,2.66,13.3
305,86054127,2020-05-29,USD,18.19,4.5475,22.7375
798,86054128,2020-05-29,USD,18.9,4.725,23.625
375,86054130,2020-05-29,USD,6.7,1.675,8.375
149,86054131,2020-05-29,USD,21.94,5.485,27.425
607,86054132,2020-05-29,USD,19.44,4.86,24.3
613,86054133,2020-05-29,USD,4.93,1.2325,6.1625
486,86054134,2020-05-29,USD,53.45,13.3625,66.8125
326,86054135,2020-05-29,USD,12.28,3.07,15.35
545,86054177,2020-05-29,USD,10.65,2.6625,13.3125
61,86054178,2020-05-29,USD,40.39,10.0975,50.4875
507,86054179,2020-05-29,USD,15.1,3.775,18.875
618,86054180,2020-05-29,USD,17.51,4.3775,21.8875
491,86054181,2020-05-29,USD,9.63,2.4075,12.0375
466,86054182,2020-05-29,USD,17.01,4.2525,21.2625
1,86054184,2020-05-29,USD,20.05,5.0125,25.0625
286,86054185,2020-05-29,USD,35.61,8.9025,44.5125
298,86054186,2020-05-29,USD,22.41,5.6025,28.0125
473,86054187,2020-05-29,USD,7.55,1.8875,9.4375
712,86054188,2020-05-29,USD,8.84,2.21,11.05
195,86054189,2020-05-29,USD,7.78,1.945,9.725
55,86054190,2020-05-29,USD,5.41,1.3525,6.7625
540,86054191,2020-05-29,USD,11.2,2.8,14
33,86054192,2020-05-29,USD,27.03,6.7575,33.7875
258,86054193,2020-05-29,USD,19.9,4.975,24.875
277,86054194,2020-05-29,USD,42.23,10.5575,52.7875
18,86054195,2020-05-29,USD,19.9,4.975,24.875
644,86054197,2020-05-29,USD,14.35,3.5875,17.9375
546,86054198,2020-05-29,USD,23.4,5.85,29.25
309,86054199,2020-05-29,USD,16.16,4.04,20.2
407,86054200,2020-05-29,USD,14.87,3.7175,18.5875
160,86054201,2020-05-29,USD,27.73,6.9325,34.6625
550,86054202,2020-05-29,USD,65.55,16.3875,81.9375
439,86054203,2020-05-29,USD,19.7,4.925,24.625
147,86054204,2020-05-29,USD,4.62,1.155,5.775
155,86054206,2020-05-29,USD,10.64,2.66,13.3
611,86054207,2020-05-29,USD,18.92,4.73,23.65
931,86054208,2020-05-29,USD,3.94,0.985,4.925
532,86054209,2020-05-29,USD,3.94,0.985,4.925
795,86054210,2020-05-29,USD,3.15,0.7875,3.9375
911,86054211,2020-05-29,USD,9.63,2.4075,12.0375
324,86054212,2020-05-29,USD,4.93,1.2325,6.1625
992,86054213,2020-05-29,USD,23.25,5.8125,29.0625
411,86054214,2020-05-29,USD,4.93,1.2325,6.1625
709,86054215,2020-05-29,USD,16.43,4.1075,20.5375
246,86054216,2020-05-29,USD,6.43,1.6075,8.0375
803,86054217,2020-05-29,USD,18.68,4.67,23.35
867,86054218,2020-05-29,USD,9.84,2.46,12.3
749,86054219,2020-05-29,USD,27.15,6.7875,33.9375
806,86054220,2020-05-29,USD,3.15,0.7875,3.9375
431,86054221,2020-05-29,USD,14.75,3.6875,18.4375
214,86054222,2020-05-29,USD,9.35,2.3375,11.6875
364,86054223,2020-05-29,USD,16.14,4.035,20.175
242,86054224,2020-05-29,USD,23.65,5.9125,29.5625
228,86054225,2020-05-29,USD,54.87,13.7175,68.5875
251,86054226,2020-05-29,USD,21.28,5.32,26.6
983,86054227,2020-05-29,USD,3.94,0.985,4.925
496,86054228,2020-05-29,USD,7.27,1.8175,9.0875
391,86054229,2020-05-29,USD,8.16,2.04,10.2
293,86054230,2020-05-29,USD,19.87,4.9675,24.8375
916,86054231,2020-05-29,USD,20.75,5.1875,25.9375
737,86054232,2020-05-29,USD,63.6,15.9,79.5
150,86054233,2020-05-29,USD,41.5,10.375,51.875
670,86054234,2020-05-29,USD,44.11,11.0275,55.1375
393,86054235,2020-05-29,USD,59.53,14.8825,74.4125
843,86054236,2020-05-29,USD,4.62,1.155,5.775
347,86054237,2020-05-29,USD,16.5,4.125,20.625
307,86054238,2020-05-29,USD,28.53,7.1325,35.6625
963,86054239,2020-05-29,USD,15.85,3.9625,19.8125
695,86054240,2020-05-29,USD,24.51,6.1275,30.6375
699,86054241,2020-05-29,USD,5.41,1.3525,6.7625
769,86054242,2020-05-29,USD,40.26,10.065,50.325
87,86054243,2020-05-29,USD,100.77,25.1925,125.9625
644,86054244,2020-05-29,USD,16.03,4.0075,20.0375
90,86054245,2020-05-29,USD,10.81,2.7025,13.5125
114,86054246,2020-05-29,USD,4.13,1.0325,5.1625
660,86054248,2020-05-29,USD,7.89,1.9725,9.8625
579,86054249,2020-05-29,USD,23.25,5.8125,29.0625
847,86054250,2020-05-29,USD,6.44,1.61,8.05
676,86054251,2020-05-29,USD,6.4,1.6,8
646,86054252,2020-05-29,USD,45.71,11.4275,57.1375
338,86054254,2020-05-29,USD,23.5,5.875,29.375
564,86054255,2020-05-29,USD,20.1,5.025,25.125
143,86054256,2020-05-29,USD,38.47,9.6175,48.0875
245,86054257,2020-05-29,USD,8.28,2.07,10.35
556,86054258,2020-05-29,USD,23.73,5.9325,29.6625
352,86054259,2020-05-29,USD,2.55,0.6375,3.1875
106,86054260,2020-05-29,USD,7.09,1.7725,8.8625
948,86054261,2020-05-29,USD,30.28,7.57,37.85
681,86054262,2020-05-29,USD,5.01,1.2525,6.2625
186,86054263,2020-05-29,USD,40.99,10.2475,51.2375
882,86054264,2020-05-29,USD,13.97,3.4925,17.4625
713,86054265,2020-05-29,USD,1.97,0.4925,2.4625
5,86054266,2020-05-29,USD,39.15,9.7875,48.9375
829,86054267,2020-05-29,USD,57.34,14.335,71.675
202,86054268,2020-05-29,USD,9.63,2.4075,12.0375
821,86054269,2020-05-29,USD,34.27,8.5675,42.8375
442,86054270,2020-05-29,USD,29.7,7.425,37.125
341,86054271,2020-05-29,USD,17.01,4.2525,21.2625
823,86054272,2020-05-29,USD,11.82,2.955,14.775
448,86054273,2020-05-29,USD,25.61,6.4025,32.0125
156,86054274,2020-05-29,USD,5.9,1.475,7.375
244,86054275,2020-05-29,USD,11.04,2.76,13.8
492,86054276,2020-05-29,USD,4.62,1.155,5.775
235,86054277,2020-05-29,USD,4.73,1.1825,5.9125
687,86054278,2020-05-29,USD,4.62,1.155,5.775
648,86054279,2020-05-29,USD,54.76,13.69,68.45
521,86054280,2020-05-29,USD,6.19,1.5475,7.7375
285,86054281,2020-05-29,USD,5.41,1.3525,6.7625
224,86054282,2020-05-29,USD,1.97,0.4925,2.4625
62,86054283,2020-05-29,USD,4.73,1.1825,5.9125
560,86054284,2020-05-29,USD,6.8,1.7,8.5
946,86054285,2020-05-29,USD,37.83,9.4575,47.2875
10,86054286,2020-05-29,USD,20.02,5.005,25.025
417,86054287,2020-05-29,USD,2.55,0.6375,3.1875
810,86054288,2020-05-29,USD,7.13,1.7825,8.9125
606,86054289,2020-05-29,USD,8.84,2.21,11.05
927,86054290,2020-05-29,USD,9.86,2.465,12.325
811,86054291,2020-05-29,USD,20.43,5.1075,25.5375
536,86054292,2020-05-29,USD,53.04,13.26,66.3
294,86054293,2020-05-29,USD,13.01,3.2525,16.2625
383,86054294,2020-05-29,USD,20.02,5.005,25.025
865,86054295,2020-05-29,USD,18.42,4.605,23.025
589,86054296,2020-05-29,USD,13.27,3.3175,16.5875
912,86054297,2020-05-29,USD,7.1,1.775,8.875
933,86054298,2020-05-29,USD,48.33,12.0825,60.4125
871,86054299,2020-05-29,USD,30.38,7.595,37.975
106,86054300,2020-05-29,USD,60.37,15.0925,75.4625
27,86054301,2020-05-29,USD,1.97,0.4925,2.4625
358,86054302,2020-05-29,USD,2.36,0.59,2.95
354,86054303,2020-05-29,USD,28.77,7.1925,35.9625
883,86054304,2020-05-29,USD,12.99,3.2475,16.2375
68,86054305,2020-05-29,USD,57.34,14.335,71.675
32,86054306,2020-05-29,USD,27.35,6.8375,34.1875
